	L155_col_1	L155_vitro_1	L155_vitro_2	L155_vitro_3	L155_col_2	L155_col_3
cds2465	1	47	45	43	0	5
cds2466	0	13	18	26	4	8
cds2467	39	99	129	110	33	58
cds2468	3	15	9	2	0	2
cds2469	5	39	39	43	0	0
cds247	79	1022	1149	1255	64	82
cds2470	11	16	12	25	4	21
cds2471	2	19	11	11	7	12
cds2472	0	5	2	4	0	12
cds2473	2	9	18	21	3	12
cds2474	8	17	8	22	1	18
cds2475	6	13	18	16	8	16
cds2476	1	13	24	20	2	18
cds2477	3	7	14	29	0	18
cds2478	8	4	0	7	1	4
cds2479	2	0	0	4	4	2
cds248	25	145	180	282	9	4
cds2480	0	11	5	8	7	10
cds2481	5	8	2	5	6	12
cds2482	13	87	114	107	34	42
cds2483	13	50	65	37	3	7
cds2484	0	9	7	4	0	0
cds2485	5	23	6	21	0	2
cds2486	345	198	199	284	265	634
cds2487	12	44	85	158	5	13
cds2488	35	1394	2143	2515	35	55
cds2489	8	833	970	1749	11	19
cds249	10	80	103	251	14	11
cds2490	13	752	963	1564	16	27
cds2491	34	1268	1410	2237	22	44
cds2492	10	553	440	908	4	6
cds2493	50	244	437	475	14	64
cds2494	102	139	182	301	73	81
cds2495	21	39	17	21	1	10
cds2496	56	104	88	127	30	58
cds2497	11	8	32	23	14	39
cds2498	42	282	281	284	45	66
cds2499	28	212	295	292	10	23
cds25	8	54	67	92	14	7
cds250	26	198	231	244	15	14
cds2500	94	413	447	553	127	170
cds2501	3	27	25	41	12	10
cds2502	10	174	141	128	25	32
cds2503	21	72	63	138	0	19
cds2504	5	99	88	106	18	17
cds2505	34	242	243	306	40	52
cds2506	22	287	249	460	40	32
cds2507	26	69	58	119	22	17
cds2508	5	56	50	84	0	9
cds2509	33	637	629	1108	98	93
cds251	2	6	21	27	2	23
cds2510	13	38	34	48	17	70
cds2511	12	19	49	55	31	19
cds2512	5	9	2	25	10	3
cds2513	127	23	20	21	63	113
cds2514	14	12	11	4	0	27
cds2515	26	17	10	16	4	20
cds2516	1194	2985	3935	4636	1631	2949
cds2517	110	349	317	1287	94	128
cds2518	64	139	176	170	21	53
cds2519	18	50	73	70	0	42
cds252	15	11	33	39	14	9
cds2520	141	63	45	51	131	235
cds2521	10	0	3	1	0	13
cds2522	99	9	1	20	44	166
cds2523	34	118	121	176	50	53
cds2524	29	74	126	151	12	85
cds2525	353	1694	1633	4347	674	681
cds2526	1	3	4	17	11	3
cds2527	75	537	651	898	81	125
cds2528	21	0	7	5	11	40
cds2529	0	35	37	62	3	3
cds253	25	168	244	243	18	46
cds2530	344	636	867	600	158	223
cds2531	27	509	546	376	15	29
cds2532	0	6	0	0	0	0
cds2533	2	54	35	57	0	11
cds2534	87	290	223	312	59	79
cds2535	115	366	344	402	70	111
cds2536	6	4	0	2	15	3
cds2537	6	12	29	33	5	14
cds2538	2116	44	57	27	3141	2810
cds2539	1	10	22	23	1	0
cds254	51	50	102	83	51	96
cds2540	0	0	0	2	2	0
cds2541	100	740	719	1165	70	120
cds2542	11	50	57	101	5	3
cds2543	12	48	93	116	9	20
cds2544	25	172	223	129	12	9
cds2545	4	15	26	33	0	6
cds2546	35	109	127	201	16	72
cds2547	27	277	309	473	45	42
cds2548	1	24	34	38	6	17
cds2549	13	68	76	122	17	21
cds255	4	2	16	16	6	9
cds2550	199	162	101	102	73	132
cds2551	24	52	57	122	16	22
cds2552	86	316	380	473	112	144
cds2553	18	91	133	150	15	41
cds2554	5	25	22	36	4	0
cds2555	37	95	92	133	0	25
cds2556	33	152	147	210	13	58
cds2557	52	287	343	360	33	83
cds2558	329	1085	1327	1549	139	412
cds2559	111	140	131	252	50	99
cds256	145	102	175	296	73	161
cds2560	78	126	149	124	27	74
cds2561	141	62	46	56	51	168
cds2562	295	155	141	200	100	537
cds2563	123	422	506	680	67	124
cds2564	53	497	515	863	38	32
cds2565	38	183	248	370	31	52
cds2566	69	101	145	177	32	121
cds2567	171	322	507	413	47	140
cds2568	44	296	352	612	69	69
cds2569	5	63	73	67	5	12
cds257	113	102	167	176	46	137
cds2570	11	6	23	21	4	7
cds2571	12	37	38	78	24	37
cds2572	34	35	63	75	8	17
cds2573	2	5	9	0	2	0
cds2574	44	88	107	161	16	92
cds2575	0	0	1	11	0	0
cds2576	16	116	201	152	28	18
cds2577	92	552	531	861	73	124
cds2578	120	768	931	1055	81	144
cds2579	213	2163	2238	3798	216	472
cds258	22	39	50	59	11	43
cds2580	63	735	741	926	118	125
cds2581	28	412	553	529	61	42
cds2582	37	427	472	485	14	33
cds2583	24	428	261	391	20	86
cds2584	14	0	7	0	19	4
cds2585	10	24	39	24	11	15
cds2586	253	2333	2513	3654	395	564
cds2587	230	1790	2029	2430	298	272
cds2588	29	263	301	566	68	50
cds2589	5	41	56	95	5	10
cds259	57	35	89	66	36	127
cds2590	0	0	0	4	0	0
cds2591	17	179	144	258	26	54
cds2592	52	71	138	189	32	68
cds2593	35	81	113	195	10	27
cds2594	4	19	33	45	5	12
cds2595	17	83	108	109	15	38
cds2596	5	32	52	65	1	4
cds2597	27	139	125	232	17	55
cds2598	2	115	178	176	7	7
cds2599	48	578	837	561	6	54
cds26	18	39	51	75	24	14
cds260	18	14	31	30	18	26
cds2600	177	940	1236	854	145	323
cds2601	1821	3104	4181	3891	894	2723
cds2602	7	56	134	139	6	19
cds2603	10	55	102	93	6	24
cds2604	48	302	293	372	11	72
cds2605	11	83	112	176	6	11
cds2606	90	746	903	1267	77	93
cds2607	30	216	269	366	18	29
cds2608	5	80	83	174	20	20
cds2609	301	236	361	440	135	293
cds261	212	190	375	394	98	275
cds2610	459	302	284	385	223	452
cds2611	41	253	261	298	36	48
cds2612	78	240	381	413	90	77
cds2613	71	394	382	536	50	154
cds2614	46	101	104	179	24	67
cds2615	19	96	72	123	13	19
cds2616	52	161	274	235	33	42
cds2617	13	172	142	173	9	13
cds2618	3	0	0	0	0	0
cds2619	1	4	18	10	1	0
cds262	146	1435	1592	2215	124	234
cds2620	2	14	44	36	8	3
cds2621	0	101	113	147	0	8
cds2622	29	59	54	75	10	19
cds2623	70	182	204	280	35	114
cds2624	30	416	560	477	20	91
cds2625	360	1552	1870	2169	193	531
cds2626	71	606	717	845	63	76
cds2627	7	17	5	20	1	6
cds2628	18	147	89	171	13	13
cds2629	5	31	11	15	2	2
cds263	10	102	133	132	36	34
cds2630	521	217	378	331	238	543
cds2631	164	775	834	968	152	296
cds2632	129	1932	1710	1940	116	181
cds2633	107	813	875	1224	82	146
cds2634	2	103	48	93	4	3
cds2635	28	65	69	63	36	33
cds2636	18	145	121	147	12	16
cds2637	17	121	108	155	5	13
cds2638	37	422	407	534	16	28
cds2639	190	1314	1459	2574	112	311
cds264	31	95	115	173	19	42
cds2640	202	1516	1530	2145	306	513
cds2641	10	23	36	43	0	14
cds2642	10	68	54	164	8	34
cds2643	217	461	502	373	156	175
cds2644	52	153	220	204	20	67
cds2645	14	139	110	163	7	14
cds2646	24	177	244	314	13	15
cds2647	51	442	490	855	29	66
cds2648	48	116	84	111	33	38
cds2649	52	503	439	1124	73	119
cds265	233	99	144	118	123	318
cds2650	53	238	251	274	15	62
cds2651	229	777	1040	1319	84	281
cds2652	92	198	210	270	34	65
cds2653	4	148	205	254	22	34
cds2654	33	216	223	290	20	95
cds2655	210	530	727	793	152	271
cds2656	89	309	394	470	66	136
cds2657	31	207	220	192	45	47
cds2658	28	67	79	63	9	98
cds2659	48	116	149	227	12	34
cds266	53	53	94	76	30	111
cds2660	15	142	154	200	14	32
cds2661	3	83	66	87	1	8
cds2662	41	78	92	92	4	74
cds2663	18	227	204	348	31	41
cds2664	188	731	915	1141	145	196
cds2665	6	69	61	93	10	19
cds2666	0	39	43	23	0	7
cds2667	69	351	354	735	28	36
cds2668	39	111	157	127	29	16
cds2669	50	139	172	170	46	158
cds267	65	219	248	442	69	109
cds2670	40	76	49	109	11	14
cds2671	13	11	25	34	0	12
cds2672	22	163	209	403	6	35
cds2673	3	39	87	54	3	2
cds2674	174	229	290	509	131	326
cds2675	451	482	655	828	145	550
cds2676	7	39	52	21	13	9
cds2677	50	154	138	205	27	39
cds2678	47	65	119	141	41	36
cds2679	117	163	132	300	100	148
cds268	71	204	172	256	40	98
cds2680	56	211	185	519	48	87
cds2681	12	259	240	352	23	34
cds2682	10	47	38	51	3	0
cds2683	4	0	0	6	6	0
cds2684	33	115	130	192	24	75
cds2685	248	79	69	88	122	276
cds2686	34	227	298	377	26	61
cds2687	5	96	93	120	11	24
cds2688	13	90	151	221	19	18
cds2689	0	69	59	96	0	4
cds269	0	48	26	61	0	7
cds2690	33	272	321	457	15	64
cds2691	112	1079	1219	1056	139	124
cds2692	89	414	371	468	82	172
cds2693	48	549	611	739	40	95
cds2694	27	66	46	85	28	62
cds2695	43	201	190	210	40	82
cds2696	211	109	113	211	119	344
cds2697	14	161	193	164	18	41
cds2698	4	28	24	54	8	8
cds2699	66	500	549	647	41	78
cds27	11	20	16	41	8	20
cds270	23	107	170	221	43	17
cds2700	26	25	46	88	31	68
cds2701	0	145	141	170	14	6
cds2702	88	1669	1728	2609	152	112
cds2703	37	267	249	295	21	38
cds2704	2	168	172	266	5	2
cds2705	73	544	507	585	87	38
cds2706	72	186	150	229	51	91
cds2707	12	14	14	20	2	24
cds2708	12	5	11	15	2	0
cds2709	0	4	1	0	0	3
cds271	21	116	109	163	37	40
cds2710	2	186	178	291	18	14
cds2711	23	82	137	212	0	6
cds2712	29	53	72	101	40	39
cds2713	25	138	86	104	31	46
cds2714	65	278	404	718	45	64
cds2715	11	184	193	182	19	22
cds2716	110	553	647	714	129	182
cds2717	5	6	8	18	0	5
cds2718	25	12	26	104	0	30
cds2719	0	39	56	130	1	8
cds272	93	941	999	1216	82	151
cds2720	87	221	146	224	28	85
cds2721	58	63	68	275	48	100
cds2722	15	15	14	52	2	4
cds2723	237	505	663	701	107	418
cds2724	259	31	61	69	44	195
cds2725	28	201	172	198	28	37
cds2726	36	516	509	770	50	73
cds2727	16	39	48	83	5	26
cds2728	533	7	7	19	268	303
cds2729	547	247	271	303	652	937
cds273	9	82	76	87	2	11
cds2730	86	15	18	55	35	110
cds2731	40	10	1	13	19	49
cds2732	158	29	48	37	136	186
cds2733	52	18	51	42	23	33
cds2734	42	42	40	97	12	23
cds2735	13	3	7	22	20	4
cds2736	166	3	9	3	122	177
cds2737	30	28	27	21	25	44
cds2738	6	9	23	9	2	2
cds2739	11	9	14	18	1	15
cds274	40	200	152	231	14	22
cds2740	69	74	160	271	58	51
cds2741	45	175	183	180	14	86
cds2742	12	45	44	47	0	7
cds2743	41	4	5	7	10	39
cds2744	49	203	238	346	28	108
cds2745	68	100	64	53	35	146
cds2746	5	34	28	41	17	14
cds2747	71	132	157	215	45	111
cds2748	19	85	89	126	10	50
cds2749	48	125	166	247	5	45
cds275	31	67	61	86	13	39
cds2750	137	529	461	665	60	154
cds2751	45	95	108	187	17	35
cds2752	18	42	68	52	1	29
cds2753	0	0	1	2	0	3
cds2754	0	6	2	3	0	8
cds2755	132	668	733	875	205	203
cds2756	53	526	690	543	45	62
cds2757	37	249	298	396	43	84
cds2758	18	112	89	141	3	39
cds2759	21	88	97	91	5	10
cds276	28	231	223	389	24	31
cds2760	86	591	483	466	143	175
cds2761	29	359	444	636	36	57
cds2762	0	0	0	1	7	0
cds2763	18	3	14	22	6	15
cds2764	22	23	34	57	17	38
cds2765	0	10	12	4	4	4
cds2766	1	12	21	30	10	0
cds2767	0	6	0	2	8	9
cds2768	1	0	0	3	0	6
cds2769	0	5	10	10	0	11
cds277	15	152	144	172	8	14
cds2770	8	10	9	38	4	5
cds2771	9	75	74	137	10	6
cds2772	55	39	51	58	19	40
cds2773	12	57	95	118	3	11
cds2774	40	215	292	484	16	53
cds2775	21	29	21	31	9	34
cds2776	37	61	43	64	10	42
cds2777	3	74	46	176	12	20
cds2778	18	789	941	948	4	34
cds2779	15	302	332	343	17	23
cds278	5	31	34	81	7	4
cds2780	10	19	34	54	0	26
cds2781	3	23	23	26	5	8
cds2782	167	80	76	146	97	283
cds2783	61	82	67	71	47	77
cds2784	1	56	45	113	15	11
cds2785	9	85	69	110	8	19
cds2786	233	1050	1162	1396	229	349
cds2787	315	22	54	58	17	240
cds2788	109	16	25	36	20	164
cds2789	139	56	105	173	43	116
cds279	18	51	80	86	8	17
cds2790	115	9	5	6	59	127
cds2791	4	32	21	39	8	4
cds2792	2	26	18	23	0	0
cds2793	27	71	65	80	17	23
cds2794	30	80	42	64	25	24
cds2795	7	19	23	16	3	12
cds2796	2	0	0	2	7	8
cds2797	1657	25	8	47	1310	1448
cds2798	14	10	10	23	7	3
cds2799	8	30	50	33	12	21
cds28	13	27	33	54	7	10
cds280	90	971	1074	2286	133	198
cds2800	14	24	44	62	23	16
cds2801	178	105	141	162	132	110
cds2802	14	19	8	36	8	5
cds2803	8	48	34	44	6	20
cds2804	678	44360	52477	53063	273	1006
cds2805	8	15	56	46	18	14
cds2806	43	78	74	113	7	51
cds2807	2	3	2	4	1	0
cds2808	40	3	12	10	31	45
cds2809	51	0	17	12	17	77
cds281	29	106	91	132	24	41
cds2810	73	2	8	4	42	151
cds2811	0	0	0	1	0	1
cds2812	1	12	0	10	7	9
cds2813	35	37	52	80	19	43
cds2814	22	50	41	49	23	23
cds2815	17	66	55	67	6	4
cds2816	0	17	15	33	0	10
cds2817	2	30	24	19	0	4
cds2818	10	200	166	193	5	45
cds2819	3	5	13	44	5	2
cds282	46	199	177	294	38	140
cds2820	130	489	623	720	56	187
cds2821	19	174	140	227	9	13
cds2822	0	35	50	38	1	4
cds2823	2	154	143	115	1	4
cds2824	45	1139	1360	1473	37	114
cds2825	18	265	194	316	14	27
cds2826	35	395	361	440	12	42
cds2827	0	16	30	65	2	4
cds2828	6	75	58	74	0	0
cds2829	5	92	74	96	15	13
cds283	12	87	87	159	3	31
cds2830	34	9	14	4	27	91
cds2831	5	5	1	3	0	4
cds2832	19	7	0	4	25	17
cds2833	0	3	0	8	9	5
cds2834	2	0	0	3	0	13
cds2835	0	4	0	14	0	1
cds2836	6	7	3	5	7	2
cds2837	15	460	478	694	19	61
cds2838	9	553	660	652	8	23
cds2839	46	1759	2050	2531	46	81
cds284	11	14	11	18	0	0
cds2840	6	383	418	727	3	35
cds2841	31	416	591	763	49	64
cds2842	17	110	102	196	20	38
cds2843	54	668	779	872	31	92
cds2844	90	51	38	58	38	74
cds2845	80	85	108	228	26	140
cds2846	74	679	958	939	44	130
cds2847	19	530	663	717	4	31
cds2848	27	134	134	161	16	10
cds2849	20	263	384	451	16	43
cds285	1	54	10	58	2	5
cds2850	4	126	231	310	5	0
cds2851	4	116	136	257	0	15
cds2852	2	112	144	196	0	12
cds2853	0	45	84	95	1	4
cds2854	1	82	149	170	1	12
cds2855	3	0	13	22	0	5
cds2856	16	502	712	771	13	31
cds2857	291	10643	9135	10584	95	428
cds2858	260	3771	3251	4797	107	558
cds2859	86	1171	1153	1323	56	76
cds286	234	955	1087	1456	141	311
cds2860	0	179	216	268	9	5
cds2861	0	35	39	31	0	0
cds2862	11	287	265	312	16	15
cds2863	0	96	91	151	10	0
cds2864	16	540	743	739	11	25
cds2865	0	22	41	17	2	0
cds2866	163	1147	1401	2094	106	360
cds2867	34	854	1269	1578	0	72
cds2868	17	938	1119	1308	0	54
cds2869	27	526	800	972	3	31
cds287	105	243	219	397	44	174
cds2870	5	183	225	306	6	25
cds2871	9	287	373	614	0	13
cds2872	0	101	86	129	0	0
cds2873	17	25	33	55	16	31
cds2874	12	3	6	0	6	5
cds2875	3	0	1	1	0	5
cds2876	1	53	41	73	9	29
cds2877	109	453	496	545	63	126
cds2878	43	14	65	98	95	118
cds2879	19	225	237	353	38	22
cds288	98	184	257	209	85	92
cds2880	34	29	46	56	5	20
cds2881	126	71	93	129	150	256
cds2882	92	771	943	1665	34	66
cds2883	26	436	488	509	9	55
cds2884	9	37	79	110	2	14
cds2885	131	738	747	994	45	213
cds2886	12	294	458	523	3	9
cds2887	4	110	106	101	0	11
cds2888	1	58	62	55	18	11
cds2889	8	340	416	548	5	12
cds289	118	104	124	112	76	177
cds2890	1	125	151	222	0	0
cds2891	2	101	70	107	0	3
cds2892	0	61	92	100	1	10
cds2893	21	141	196	319	0	25
cds2894	13	159	167	205	0	26
cds2895	6	253	255	317	0	16
cds2896	27	257	399	573	0	44
cds2897	0	115	85	124	1	9
cds2898	8	154	242	215	0	9
cds2899	6	70	70	150	0	31
cds29	186	462	519	766	116	285
cds290	25	51	55	58	10	31
cds2900	0	75	88	133	0	1
cds2901	10	169	202	353	0	9
cds2902	123	317	300	518	84	163
cds2903	24	260	286	405	14	18
cds2904	36	249	226	295	47	17
cds2905	123	1388	1499	2739	111	211
cds2906	27	485	520	624	32	48
cds2907	75	1286	1208	1364	102	143
cds2908	153	2192	2293	2803	91	232
cds2909	20	659	626	688	69	48
cds291	9	78	115	114	13	11
cds2910	25	48	43	81	3	54
cds2911	283	1221	1537	2369	192	461
cds2912	57	565	712	952	28	144
cds2913	130	1360	1653	1941	109	145
cds2914	42	110	170	199	24	77
cds2915	157	490	611	654	57	185
cds2916	11	161	141	159	34	66
cds2917	2	0	0	1	0	0
cds2918	9	25	16	32	0	0
cds2919	2	12	18	17	1	14
cds292	66	446	457	692	63	157
cds2920	34	61	117	113	22	62
cds2921	35	41	82	80	19	16
cds2922	446	1070	1208	1299	202	499
cds2923	44	104	114	97	48	77
cds2924	28	65	101	178	6	46
cds2925	30	23	31	42	14	9
cds2926	24	48	29	58	19	19
cds2927	25	202	310	304	17	48
cds2928	205	436	426	769	145	294
cds2929	161	938	993	1446	72	177
cds293	23	266	237	429	39	38
cds2930	128	282	385	521	93	194
cds2931	33	146	202	213	16	13
cds2932	31	84	110	182	20	40
cds2933	99	27	106	82	76	109
cds2934	53	324	354	563	79	46
cds2935	13	29	57	92	6	26
cds2936	26	15	21	57	4	11
cds2937	16	48	98	71	12	30
cds2938	218	94	131	238	28	197
cds2939	27	219	226	388	29	36
cds294	428	1039	1068	1580	269	532
cds2940	3	33	41	45	7	30
cds2941	7	88	91	103	13	17
cds2942	29	68	78	119	33	28
cds2943	27	0	3	16	9	4
cds2944	126	36	65	78	67	129
cds2945	28	58	68	42	9	37
cds2946	29	30	35	88	8	45
cds2947	16	66	70	98	21	31
cds2948	4	48	41	69	4	8
cds2949	24	62	123	168	15	43
cds295	32	209	155	245	28	104
cds2950	20	98	89	169	20	31
cds2951	22	76	60	144	0	17
cds2952	9	14	17	14	9	8
cds2953	37	2	9	52	15	26
cds2954	5	2	14	9	5	1
cds2955	17	7	18	9	15	52
cds2956	34	44	39	63	39	104
cds2957	4	30	57	81	6	20
cds2958	0	8	29	6	0	2
cds2959	19	187	239	209	14	26
cds296	241	1714	1843	2177	154	254
cds2960	0	4	2	9	0	0
cds2961	25	110	119	262	0	23
cds2962	3	55	71	90	0	10
cds2963	10	4	6	24	11	16
cds2964	57	9	36	22	32	96
cds2965	3	0	2	11	1	6
cds2966	35	102	95	283	7	28
cds2967	180	2601	2627	4784	101	367
cds2968	97	962	1093	2112	34	119
cds2969	11	53	67	89	11	14
cds297	44	144	210	227	15	59
cds2970	42	186	296	341	44	88
cds2971	8	113	112	151	5	16
cds2972	127	789	786	907	77	120
cds2973	242	719	731	832	255	465
cds2974	0	22	10	25	6	10
cds2975	2	11	18	11	0	2
cds2976	32	363	354	801	11	53
cds2977	0	18	68	59	1	9
cds2978	31	14	25	28	18	68
cds2979	22	70	61	152	10	62
cds298	37	114	139	190	8	22
cds2980	25	112	111	151	16	33
cds2981	169	1666	1720	2692	166	305
cds2982	52	248	223	349	42	115
cds2983	18	66	73	65	20	78
cds2984	23	59	122	113	5	31
cds2985	70	9	10	29	61	82
cds2986	24	4	3	10	17	7
cds2987	14	93	102	141	25	29
cds2988	7	51	82	73	18	0
cds2989	20	45	60	138	16	21
cds299	5	70	64	55	1	16
cds2990	8	36	39	92	0	11
cds2991	43	53	68	163	32	73
cds2992	32	333	301	373	33	66
cds2993	68	74	127	169	37	46
cds2994	23	64	42	61	12	28
cds2995	18	9	26	31	2	24
cds2996	53	41	48	80	65	132
cds2997	181	89	186	86	197	289
cds2998	34	16	30	33	25	44
cds2999	4	15	13	22	0	4
cds3	66	431	478	652	65	50
cds30	2	23	19	12	0	11
cds300	44	350	325	300	31	24
cds3000	82	64	67	82	50	110
cds3001	29	236	352	314	64	41
cds3002	65	293	180	300	27	72
cds3003	50	437	418	611	75	108
cds3004	138	454	526	677	68	129
cds3005	0	182	239	230	0	4
cds3006	118	1657	1825	2779	143	149
cds3007	36	1193	1258	1996	34	48
cds3008	70	1596	2043	1622	34	62
cds3009	60	985	1090	1306	142	184
cds301	180	493	702	975	106	275
cds3010	6	38	23	52	5	8
cds3011	66	362	355	642	51	88
cds3012	97	45	23	42	43	127
cds3013	20	81	131	187	14	26
cds3014	39	78	105	100	23	27
cds3015	20	99	70	104	10	55
cds3016	292	578	649	791	195	360
cds3017	68	313	399	375	34	106
cds3018	10	19	14	41	0	2
cds3019	5	40	29	107	12	5
cds302	467	4954	5364	8412	383	578
cds3020	203	102	149	144	126	297
cds3021	15	54	29	67	6	18
cds3022	24	116	126	124	8	21
cds3023	43	273	338	380	35	57
cds3024	38	382	405	621	35	70
cds3025	18	70	97	121	29	27
cds3026	45	262	300	487	12	84
cds3027	98	780	856	1092	70	93
cds3028	2	20	33	42	0	3
cds3029	43	643	536	754	53	50
cds303	8	44	29	34	7	6
cds3030	9	31	41	33	1	9
cds3031	92	624	790	827	62	97
cds3032	91	360	412	427	67	230
cds3033	150	97	201	154	71	210
cds3034	5	35	34	61	0	5
cds3035	170	954	757	783	91	247
cds3036	14	155	194	150	26	40
cds3037	10	119	146	256	13	16
cds3038	25	219	223	228	39	104
cds3039	44	486	591	503	9	58
cds304	31	216	196	494	16	52
cds3040	12	160	193	264	12	27
cds3041	3412	89	69	120	3573	4737
cds3042	171	10	16	23	194	226
cds3043	22	4	7	22	23	12
cds3044	121	27	31	47	55	125
cds3045	12	12	7	12	0	42
cds3046	2	3	11	23	16	17
cds3047	23	160	127	279	15	53
cds3048	1	83	61	132	10	6
cds3049	43	553	528	770	52	99
cds305	7	35	19	52	0	6
cds3050	48	205	212	326	2	193
cds3051	53	308	292	385	7	74
cds3052	6	38	39	79	3	42
cds3053	12	168	232	271	7	13
cds3054	3	43	31	34	5	12
cds3055	376	622	783	1224	230	485
cds3056	70	50	55	65	33	20
cds3057	55	172	200	293	35	87
cds3058	70	280	275	280	33	116
cds3059	86	204	148	250	12	99
cds306	80	266	223	368	63	118
cds3060	2	7	32	39	8	0
cds3061	3	38	26	65	9	8
cds3062	31	23	28	53	4	9
cds3063	89	473	447	580	89	121
cds3064	45	319	346	542	17	57
cds3065	43	229	140	225	29	112
cds3066	60	10	12	38	41	139
cds3067	39	80	114	193	50	97
cds3068	87	864	1088	1935	61	157
cds3069	21	129	126	145	25	38
cds307	282	131	189	265	72	279
cds3070	54	236	241	315	87	139
cds3071	22	153	197	184	11	20
cds3072	0	10	14	25	1	0
cds3073	15	30	26	29	10	38
cds3074	7	6	29	41	0	7
cds3075	14	29	39	39	3	32
cds3076	283	346	437	541	188	406
cds3077	85	320	369	528	86	177
cds3078	406	2025	2658	3053	197	639
cds3079	301	1769	2288	2552	129	405
cds308	152	121	65	118	136	262
cds3080	56	251	298	306	20	75
cds3081	168	624	794	509	150	235
cds3082	124	812	847	855	46	128
cds3083	17	22	51	62	1	27
cds3084	18	83	86	140	2	30
cds3085	36	181	188	334	29	80
cds3086	35	358	332	536	24	40
cds3087	9	57	59	48	4	0
cds3088	5	28	20	54	1	3
cds3089	196	20	20	23	23	89
cds309	0	5	13	51	5	4
cds3090	11	0	0	2	7	20
cds3091	18	0	0	0	11	32
cds3092	81	888	1068	1247	23	19
cds3093	30	109	155	260	5	43
cds3094	78	51	122	212	61	186
cds3095	69	3	2	7	123	237
cds3096	39	2	4	6	47	68
cds3097	121	391	426	550	98	111
cds3098	21	29	32	46	6	2
cds3099	132	447	486	681	48	114
cds31	158	213	260	253	31	78
cds310	28	295	287	303	16	50
cds3100	37	424	561	711	28	57
cds3101	0	66	75	215	6	1
cds3102	14	165	184	297	20	24
cds3103	32	306	319	461	42	32
cds3104	10	33	57	52	12	20
cds3105	178	240	240	253	114	256
cds3106	0	9	3	6	5	6
cds3107	80	595	854	658	113	147
cds3108	9	61	35	84	8	5
cds3109	3	64	71	109	15	19
cds311	0	35	42	49	2	7
cds3110	22	59	66	36	31	50
cds3111	73	336	320	640	44	113
cds3112	86	261	339	470	57	77
cds3113	16	257	187	267	36	72
cds3114	198	230	246	312	265	291
cds3115	8	19	17	79	11	34
cds3116	21	81	64	98	13	32
cds3117	0	13	6	24	0	0
cds3118	6	8	28	35	0	7
cds3119	78	4018	4040	4631	23	73
cds312	6	88	72	116	8	13
cds3120	71	680	702	910	69	49
cds3121	0	2	0	2	0	0
cds3122	0	7	11	6	0	0
cds3123	2	6	1	4	0	18
cds3124	7	0	5	2	3	2
cds3125	21	327	321	391	7	35
cds3126	41	1092	1281	1164	1	39
cds3127	242	84	37	18	117	273
cds3128	174	63	59	17	44	227
cds3129	169	68	26	9	69	302
cds313	27	161	184	335	23	43
cds3130	0	0	1	0	0	0
cds3131	621	174	117	182	125	537
cds3132	47	52	50	58	21	80
cds3133	36	28	39	39	9	12
cds3134	79	61	89	130	13	39
cds3135	64	55	104	112	39	83
cds3136	33	81	56	55	17	27
cds3137	220	0	9	5	81	140
cds3138	41	43	156	74	9	54
cds3139	26	100	335	161	27	32
cds314	21	101	116	150	15	4
cds3140	2	52	142	101	1	5
cds3141	4	7	18	7	0	17
cds3142	9	5	9	17	5	0
cds3143	68	193	276	361	54	70
cds3144	24	0	9	12	5	20
cds3145	5	17	7	33	26	14
cds3146	43	69	97	126	30	95
cds3147	33	23	17	35	27	26
cds3148	5	0	12	16	0	0
cds3149	10	62	71	60	15	7
cds315	4	26	24	24	0	0
cds3150	18	72	90	148	4	9
cds3151	21	1	10	6	29	63
cds3152	10	17	6	5	38	23
cds3153	311	118	171	263	217	483
cds3154	4	46	86	135	0	0
cds3155	73	354	329	516	142	143
cds3156	32	18	17	32	25	17
cds3157	80	81	76	159	86	60
cds3158	11	1	14	10	10	6
cds3159	1	1	0	1	3	0
cds316	56	442	505	639	50	72
cds3160	2	3	7	6	9	0
cds3161	145	105	114	182	56	207
cds3162	187	57	79	77	13	153
cds3163	0	4	7	16	3	10
cds3164	55	24	68	44	20	67
cds3165	31	33	28	19	9	11
cds3166	1	0	1	1	5	6
cds3167	26	11	8	17	8	48
cds3168	3	1	3	2	1	2
cds3169	9	0	8	12	4	12
cds317	306	249	246	410	73	589
cds3170	25	221	205	110	12	17
cds3171	4	19	4	16	9	3
cds3172	29	0	0	1	46	66
cds3173	159	103	105	167	60	216
cds3174	53	552	773	743	38	96
cds3175	1	22	20	29	5	3
cds3176	0	1	14	8	12	16
cds3177	12	7	0	17	13	14
cds3178	9	28	21	25	4	3
cds3179	15	0	0	3	0	2
cds318	122	87	131	154	35	208
cds3180	861	1919	2192	3966	713	1014
cds3181	7	12	3	21	11	3
cds3182	378	314	304	635	234	492
cds3183	41	40	39	64	46	81
cds3184	20	105	110	127	9	29
cds3185	6	237	188	233	14	40
cds3186	6	17	17	25	6	0
cds3187	8	9	10	17	9	16
cds3188	29	97	110	147	34	47
cds3189	5	22	25	20	6	0
cds319	127	587	833	899	110	245
cds3190	1	1	7	5	2	0
cds3191	21	10	9	19	12	31
cds3192	12	0	13	13	2	21
cds3193	9	20	16	23	8	29
cds3194	15	12	14	15	12	15
cds3195	3	18	47	67	0	7
cds3196	53	271	393	528	26	86
cds3197	10	9	20	28	12	27
