	L404_col_1	L404_col_2	L404_vitro_1	L404_vitro_2	L404_vitro_3	L404_col_3
cds2459	78	5	93	81	229	41
cds246	394	34	92	89	278	154
cds2460	30	2	41	49	88	27
cds2461	961	92	569	550	1980	446
cds2462	181	27	332	265	714	76
cds2463	808	75	18	10	15	664
cds2464	612	51	132	145	395	349
cds2465	529	48	74	72	170	273
cds2466	412	27	437	352	989	117
cds2467	36	5	43	41	88	4
cds2468	122	13	46	58	249	16
cds2469	36	5	42	46	105	17
cds247	42	2	22	22	91	55
cds2470	30	9	62	45	202	59
cds2471	126	17	62	52	213	101
cds2472	4012	216	110	109	207	1530
cds2473	107	4	26	31	57	37
cds2474	51	5	35	32	120	47
cds2475	208	24	72	88	128	87
cds2476	22	3	177	227	374	2
cds2477	521	38	40	39	82	335
cds2478	113	12	69	88	193	89
cds2479	4668	370	1459	1645	3918	2508
cds248	490	32	124	131	230	316
cds2480	80	5	1365	1405	3272	40
cds2481	0	1	0	2	13	0
cds2482	1	0	1	2	15	1
cds2483	15	0	0	4	9	9
cds2484	288	30	88	97	155	129
cds2485	39	1	45	53	142	30
cds2486	49	7	71	140	233	34
cds2487	239	36	231	283	721	106
cds2488	23	5	38	38	98	14
cds2489	158	18	134	180	374	102
cds249	21	0	33	30	101	6
cds2490	245	25	111	62	233	99
cds2491	1883	153	609	637	1868	883
cds2492	2251	188	317	296	812	1212
cds2493	803	56	543	645	1552	537
cds2494	42	5	16	11	22	15
cds2495	122	9	26	29	132	59
cds2496	417	41	223	200	574	200
cds2497	76	4	87	57	170	36
cds2498	58	8	67	44	146	47
cds2499	45	7	56	39	101	9
cds25	11	3	0	0	0	16
cds250	2	1	5	6	21	8
cds2500	235	20	518	534	1695	142
cds2501	496	49	87	111	211	427
cds2502	121	1	9	1	17	28
cds2503	0	0	0	0	0	0
cds2504	171	16	0	0	11	91
cds2505	62	7	264	242	734	63
cds2506	2950	260	376	367	611	2113
cds2507	196	22	281	377	755	239
cds2508	86	8	111	122	352	71
cds2509	35	6	5	4	7	4
cds251	409	31	275	189	684	203
cds2510	24	1	2	3	4	11
cds2511	963	72	56	70	204	565
cds2512	2353	164	1243	1445	3258	1635
cds2513	463	40	315	406	669	276
cds2514	445	77	1062	762	2302	192
cds2515	866	75	120	138	277	296
cds2516	123	19	40	74	161	46
cds2517	0	0	0	1	4	7
cds2518	183	14	165	153	383	143
cds2519	45	11	54	84	176	113
cds252	127	18	209	152	515	57
cds2520	30	3	40	35	100	37
cds2521	654	70	351	264	815	496
cds2522	252	32	313	311	721	376
cds2523	195	28	343	411	1227	115
cds2524	2588	146	100	62	117	407
cds2525	11425	707	364	298	826	3379
cds2526	698	73	273	127	561	675
cds2527	392	46	1123	1250	2497	326
cds2528	76	16	614	711	1295	122
cds2529	0	0	3	1	5	0
cds253	951	99	1228	1084	2895	330
cds2530	0	1	3	6	17	1
cds2531	0	0	0	0	0	0
cds2532	205	26	50	35	130	127
cds2533	120	6	28	52	70	44
cds2534	73	4	83	103	245	45
cds2535	29	0	2	7	8	0
cds2536	416	47	125	100	210	297
cds2537	186	16	113	120	349	73
cds2538	27	0	24	27	58	9
cds2539	39	1	30	21	33	34
cds254	158	25	105	105	262	144
cds2540	8	1	8	3	0	21
cds2541	443	26	5	13	24	245
cds2542	203	17	40	62	59	241
cds2543	264	21	101	97	438	186
cds2544	91	8	37	44	138	34
cds2545	74	5	18	9	61	41
cds2546	1	0	0	3	8	2
cds2547	231	15	39	62	181	59
cds2548	1493	115	635	560	1611	769
cds2549	1026	97	932	885	2321	443
cds255	53	6	69	54	199	17
cds2550	32	2	26	26	70	29
cds2551	23	2	34	22	34	28
cds2552	32	4	3	8	17	18
cds2553	146	8	46	26	79	96
cds2554	409	24	119	128	272	181
cds2555	31	0	13	30	50	3
cds2556	79	7	42	46	119	56
cds2557	162	21	30	39	133	106
cds2558	379	33	102	83	164	173
cds2559	0	3	41	34	66	4
cds256	165	7	130	126	258	116
cds2560	682	73	1286	1401	3024	414
cds2561	842	58	327	421	856	830
cds2562	2382	162	198	166	417	573
cds2563	67	6	47	56	145	95
cds2564	11	2	7	14	41	3
cds2565	2141	198	1348	1385	1971	1205
cds2566	144	11	368	408	883	199
cds2567	5	0	0	2	0	0
cds2568	8	0	2	0	2	6
cds2569	19	0	22	13	27	14
cds257	2	0	6	0	0	1
cds2570	84	10	53	44	132	129
cds2571	83	7	20	28	79	61
cds2572	1787	144	5175	5289	4562	2195
cds2573	219	11	44	53	232	72
cds2574	161	25	125	92	163	93
cds2575	71	6	10	19	56	82
cds2576	210	26	10	2	13	92
cds2577	466	28	99	87	218	421
cds2578	854	100	453	462	1157	727
cds2579	350	29	59	56	178	129
cds258	705	68	982	1386	2855	453
cds2580	54	3	16	13	41	7
cds2581	184	14	74	83	132	143
cds2582	154	14	846	671	1661	148
cds2583	0	0	0	2	0	2
cds2584	281	12	8	5	9	75
cds2585	7	0	2	4	15	15
cds2586	59	7	23	45	92	64
cds2587	367	21	106	134	370	165
cds2588	577	57	148	165	700	310
cds2589	130	13	13	24	88	46
cds259	190	12	66	92	206	181
cds2590	2835	215	944	503	1849	1000
cds2591	1190	99	288	186	800	806
cds2592	1467	170	371	198	682	300
cds2593	37	3	8	11	18	22
cds2594	12	0	5	3	9	0
cds2595	16	0	1	1	2	1
cds2596	0	0	1	0	10	0
cds2597	6	0	1	1	12	0
cds2598	84	13	158	128	349	52
cds2599	12	2	5	10	47	6
cds26	37	4	7	8	21	20
cds260	252	21	99	138	425	170
cds2600	2249	132	422	528	1291	704
cds2601	117	5	70	59	147	78
cds2602	52	8	35	37	92	19
cds2603	36	2	78	53	132	8
cds2604	14	1	31	19	46	8
cds2605	315	17	365	267	590	111
cds2606	423	42	217	181	380	204
cds2607	769	63	56	49	127	591
cds2608	2	4	1	0	5	0
cds2609	2566	168	279	277	455	1055
cds261	35	3	19	29	75	27
cds2610	37	13	26	28	32	1
cds2611	266	22	195	205	628	88
cds2612	160	22	418	250	978	203
cds2613	114	12	122	87	261	87
cds2614	156	14	185	125	306	102
cds2615	1787	182	748	680	1640	1881
cds2616	28	3	20	13	67	1
cds2617	354	44	273	255	547	393
cds2618	65	7	0	1	0	12
cds2619	158	17	136	155	301	177
cds262	22	0	36	27	44	6
cds2620	629	64	817	782	1790	482
cds2621	1207	82	160	151	432	594
cds2622	53	4	44	32	75	20
cds2623	34	2	21	22	99	41
cds2624	1775	159	36	37	93	1113
cds2625	128	11	149	109	486	42
cds2626	61	12	128	85	314	34
cds2627	250	19	530	449	1225	110
cds2628	1208	150	277	495	1395	911
cds2629	118	16	67	52	158	95
cds263	214	19	95	70	131	73
cds2630	30	1	16	20	43	0
cds2631	13	0	2	1	2	6
cds2632	0	0	0	0	0	0
cds2633	14	0	2	4	7	10
cds2634	15	0	6	11	19	7
cds2635	690	42	255	209	759	369
cds2636	10	2	3	11	24	22
cds2637	3685	265	519	276	623	1424
cds2638	39	4	96	93	209	16
cds2639	17	2	4	8	11	5
cds264	26	3	6	13	19	17
cds2640	0	0	3	6	12	5
cds2641	64	5	24	27	44	22
cds2642	622	54	100	96	258	203
cds2643	1322	107	462	426	1232	604
cds2644	6	1	4	4	7	5
cds2645	105	3	11	18	37	56
cds2646	36	1	5	12	24	16
cds2647	187	12	39	37	60	89
cds2648	41	12	32	21	53	30
cds2649	303	27	363	307	824	322
cds265	73	5	42	65	140	65
cds2650	1316	120	2023	1456	4574	643
cds2651	143	31	112	90	229	62
cds2652	13	2	21	18	68	14
cds2653	6	0	9	9	40	7
cds2654	853	79	596	558	1079	453
cds2655	467	77	81	98	242	454
cds2656	35	0	11	8	20	29
cds2657	46	6	24	12	31	9
cds2658	2339	172	1177	1037	2650	920
cds2659	12	0	0	0	0	18
cds266	7	0	17	7	37	5
cds2660	354	43	46	27	41	165
cds2661	401	29	76	34	159	245
cds2662	211	23	75	45	152	29
cds2663	1626	109	135	81	408	617
cds2664	7338	454	194	117	219	5244
cds2665	28487	1767	361	207	368	31526
cds2666	2282	144	193	87	415	959
cds2667	837	53	125	80	346	223
cds2668	293	14	45	32	143	77
cds2669	2967	205	430	296	675	1577
cds267	92	9	6	12	28	28
cds2670	1655	144	523	335	1350	598
cds2671	1055	107	233	165	553	586
cds2672	423	43	89	63	309	330
cds2673	1270	104	216	170	309	1462
cds2674	825	65	76	74	162	622
cds2675	36	5	437	377	919	45
cds2676	566	47	1289	1429	2180	285
cds2677	236	18	25	29	56	99
cds2678	9	3	2	2	10	2
cds2679	1	1	1	1	2	0
cds268	21	5	5	4	12	9
cds2680	33	3	3	3	3	9
cds2681	4	1	3	1	5	0
cds2682	1	0	2	0	11	0
cds2683	1	0	0	0	2	0
cds2684	12	1	1	10	5	0
cds2685	122	7	21	21	13	36
cds2686	92	7	53	37	116	63
cds2687	211	23	61	41	150	55
cds2688	688	56	367	309	887	529
cds2689	40	8	13	20	53	11
cds269	111	14	171	214	372	85
cds2690	2	0	5	12	32	3
cds2691	30	2	5	9	26	3
cds2692	41431	2482	604	423	1155	35846
cds2693	110	17	80	61	190	121
cds2694	174	14	53	32	64	88
cds2695	252	21	35	32	70	201
cds2696	1	1	13	32	33	1
cds2697	99	13	158	190	346	49
cds2698	76	11	146	95	304	29
cds2699	169	14	82	76	226	162
cds27	7	0	5	5	10	13
cds270	197	10	95	139	257	144
cds2700	58	8	13	22	56	29
cds2701	98	12	116	116	335	62
cds2702	947	76	660	641	1339	1086
cds2703	8	1	18	29	89	8
cds2704	1390	102	1682	1432	3279	922
cds2705	1218	113	371	323	714	760
cds2706	348	34	144	136	273	317
cds2707	155	18	70	55	163	36
cds2708	75	6	34	18	138	69
cds2709	240	17	19	27	63	183
cds271	20351	1368	3520	2454	5659	5820
cds2710	16	0	24	17	43	14
cds2711	238	22	82	74	218	259
cds2712	14	0	108	151	166	16
cds2713	81	5	26	19	47	39
cds2714	726	64	728	752	1971	328
cds2715	700	52	1697	1541	3315	225
cds2716	296	29	994	798	1970	191
cds2717	257	19	1197	1130	1932	143
cds2718	443	53	537	475	1411	190
cds2719	964	94	1046	970	2991	612
cds272	250	24	79	91	172	106
cds2720	122	13	193	141	265	59
cds2721	672	53	104	121	291	451
cds2722	38	1	17	8	23	23
cds2723	13	2	3	2	0	1
cds2724	217	20	272	316	768	165
cds2725	301	22	135	95	236	233
cds2726	34	5	67	59	210	64
cds2727	46	3	19	20	36	120
cds2728	32	0	0	4	12	2
cds2729	648	56	118	126	361	326
cds273	117	11	26	26	66	11
cds2730	203	5	5	1	16	100
cds2731	2874	205	400	436	1059	1566
cds2732	6457	402	233	162	254	6430
cds2733	706	61	492	506	1584	247
cds2734	10	1	3	0	3	3
cds2735	82	9	1	0	4	45
cds2736	18	2	45	56	99	28
cds2737	56	7	113	137	310	39
cds2738	195	23	54	64	149	170
cds2739	186	19	19	31	55	166
cds274	419	17	35	37	105	149
cds2740	127	12	111	120	237	45
cds2741	57	9	17	7	53	15
cds2742	31	1	11	18	48	2
cds2743	196	16	144	126	293	152
cds2744	374	17	131	103	356	141
cds2745	317	19	252	194	480	202
cds2746	444	34	300	248	711	255
cds2747	18	2	5	22	37	21
cds2748	149	9	19	18	43	43
cds2749	17	0	9	2	15	0
cds275	4	0	8	14	31	12
cds2750	17	2	20	20	102	38
cds2751	34	1	27	21	68	11
cds2752	2922	272	857	733	2312	1431
cds2753	408	28	228	261	686	228
cds2754	169	10	20	32	50	43
cds2755	330	15	8	21	24	102
cds2756	18	9	1	4	8	32
cds2757	106	10	100	73	153	56
cds2758	12	0	1	2	4	4
cds2759	89	6	15	16	62	32
cds276	5	0	10	15	41	2
cds2760	77	7	64	61	215	43
cds2761	132	11	97	60	271	93
cds2762	47	10	124	71	172	13
cds2763	112	5	245	228	517	45
cds2764	123	14	232	175	460	105
cds2765	2388	180	484	501	1602	719
cds2766	1846	152	442	435	1181	598
cds2767	42	2	36	64	132	16
cds2768	188	15	7	13	23	226
cds2769	96	12	0	13	15	23
cds277	195	14	164	141	424	145
cds2770	0	0	0	0	0	0
cds2771	7	0	0	1	1	0
cds2772	44	0	20	12	55	10
cds2773	61	6	22	18	57	27
cds2774	312	22	214	194	771	142
cds2775	125	7	88	78	221	56
cds2776	382	13	247	195	532	96
cds2777	30	2	17	26	30	2
cds2778	16	2	4	7	19	13
cds2779	0	0	9	1	10	2
cds278	860	97	517	465	1085	264
cds2780	7	1	0	0	2	15
cds2781	3	0	3	3	1	16
cds2782	884	69	62	41	137	431
cds2783	41	5	10	5	32	3
cds2784	4	0	0	1	2	0
cds2785	35	2	4	6	21	8
cds2786	17	2	1	1	0	0
cds2787	16	0	2	7	1	10
cds2788	296	23	66	45	124	111
cds2789	521	77	35	41	148	365
cds279	261	27	10	9	16	151
cds2790	427	44	355	334	653	242
cds2791	0	0	0	3	14	0
cds2792	28	2	16	21	27	50
cds2793	213	10	3	11	20	59
cds2794	118	13	80	67	245	111
cds2795	380	51	140	113	419	182
cds2796	109	9	14	8	25	74
cds2797	61	5	12	12	61	7
cds2798	173	13	37	19	74	28
cds2799	61	4	33	52	158	29
cds28	84	8	23	22	54	64
cds280	23	2	9	4	9	18
cds2800	33	2	560	653	1755	25
cds2801	38	2	19	11	56	42
cds2802	6	0	9	2	18	1
cds2803	732	64	30	28	50	340
cds2804	346	31	291	308	693	143
cds2805	521	38	226	152	606	64
cds2806	19	2	50	38	145	29
cds2807	178	15	197	216	469	189
cds2808	12	3	10	2	28	19
cds2809	18	2	0	2	3	14
cds281	116	11	1	3	13	44
cds2810	0	0	0	1	5	0
cds2811	8	0	1	1	5	1
cds2812	12	0	6	6	27	3
cds2813	26	3	6	16	9	18
cds2814	1326	93	507	414	754	392
cds2815	1227	84	286	307	475	701
cds2816	320	8	2	5	7	57
cds2817	347	17	4	7	16	24
cds2818	505	14	1	16	20	107
cds2819	104	10	127	159	470	68
cds282	24	3	1	2	3	15
cds2820	0	0	0	0	0	2
cds2821	177	7	66	65	201	90
cds2822	20	0	0	2	0	5
cds2823	3	0	1	0	0	0
cds2824	100	10	85	65	213	41
cds2825	9278	692	2957	2207	4439	4077
cds2826	1821	141	688	603	1183	1561
cds2827	262	14	109	103	174	189
cds2828	257	16	202	160	440	116
cds2829	227	21	158	132	386	200
cds283	124	12	11	19	45	63
cds2830	191	14	34	44	65	99
cds2831	148	7	44	15	41	32
cds2832	641	44	187	169	411	290
cds2833	388	33	185	140	367	55
cds2834	751	42	158	149	542	244
cds2835	211	9	32	29	73	177
cds2836	136	17	165	181	449	56
cds2837	40	6	22	24	72	29
cds2838	802	61	1307	905	3389	306
cds2839	179	27	275	174	1225	127
cds284	499	23	14	9	37	162
cds2840	77	5	3	3	12	51
cds2841	21	8	13	19	24	37
cds2842	157	28	92	81	173	73
cds2843	256	23	217	174	582	156
cds2844	406	21	82	83	178	201
cds2845	151	12	58	52	89	113
cds2846	304	31	11	21	59	268
cds2847	43	6	27	23	74	62
cds2848	107	9	38	57	121	60
cds2849	38	5	19	21	48	12
cds285	27	5	29	54	121	27
cds2850	4836	317	992	926	2776	1253
cds2851	61	7	19	37	101	28
cds2852	40	2	0	1	7	9
cds2853	27	5	7	6	11	16
cds2854	199	13	44	62	146	161
cds2855	46	3	8	6	6	16
cds2856	1568	139	6194	6521	15731	1341
cds2857	11	2	57	30	69	29
cds2858	746	38	431	272	862	338
cds2859	0	0	2	0	0	12
cds286	114	7	132	115	328	63
cds2860	59	4	18	9	29	7
cds2861	0	0	0	2	0	0
cds2862	149	12	615	523	1681	59
cds2863	39	3	13	6	52	7
cds2864	17	0	30	21	52	2
cds2865	28	1	35	15	87	38
cds2866	389	26	226	166	606	148
cds2867	56	5	8	14	74	36
cds2868	14	3	2	5	9	0
cds2869	153	21	73	73	187	90
cds287	261	15	225	245	538	131
cds2870	132	3	107	107	167	21
cds2871	3	1	41	65	80	4
cds2872	11	2	26	22	62	9
cds2873	26	2	11	10	26	18
cds2874	145	11	5	18	12	66
cds2875	132	27	164	149	468	75
cds2876	175	8	439	490	1175	18
cds2877	1690	142	237	229	703	579
cds2878	647	57	87	80	200	466
cds2879	1119	104	506	256	946	487
cds288	12	7	19	24	83	6
cds2880	211	12	18	9	26	121
cds2881	92	8	15	4	9	12
cds2882	210	13	126	88	272	135
cds2883	193	15	232	244	681	178
cds2884	29	1	10	19	28	28
cds2885	0	0	0	1	0	0
cds2886	440	35	404	302	900	175
cds2887	691	53	194	174	482	181
cds2888	400	22	170	153	402	339
cds2889	254	20	95	73	319	103
cds289	212	11	30	24	84	35
cds2890	377	16	50	53	205	232
cds2891	43	1	209	196	547	22
cds2892	0	1	55	68	163	15
cds2893	0	0	4	8	7	0
cds2894	226	26	82	90	275	210
cds2895	24	2	8	3	10	39
cds2896	164	15	122	143	162	81
cds2897	139	3	126	104	117	144
cds2898	403	29	765	647	1519	204
cds2899	1528	113	2067	1661	4372	970
cds29	270	17	21	35	77	170
cds290	29	4	0	0	3	12
cds2900	324	32	98	131	286	178
cds2901	445	33	110	177	468	211
cds2902	113	20	111	103	267	68
cds2903	63	5	21	17	45	31
cds2904	9221	613	332	282	503	3301
cds2905	170	9	32	55	67	58
cds2906	460	44	230	226	578	296
cds2907	109	11	118	57	156	84
cds2908	165	20	128	95	315	69
cds2909	300	21	33	42	66	189
cds291	1238	105	1707	1312	3471	802
cds2910	65	6	11	10	30	76
cds2911	567	52	900	596	1927	303
cds2912	635	82	260	267	600	544
cds2913	375	31	255	243	539	573
cds2914	119	9	60	87	127	44
cds2915	144	8	150	112	207	76
cds2916	154	19	9	14	19	61
cds2917	252	28	73	59	153	126
cds2918	917	71	341	428	902	459
cds2919	375	30	117	89	220	190
cds292	4258	356	1128	654	1684	2773
cds2920	0	1	72	67	226	3
cds2921	27	3	1391	1491	3332	55
cds2922	78	2	116	65	262	35
cds2923	363	36	424	455	1136	206
cds2924	417	37	24	29	104	585
cds2925	120	13	19	24	94	68
cds2926	81	11	33	40	78	99
cds2927	484	46	196	173	435	152
cds2928	406	26	224	132	352	173
cds2929	821	75	273	299	881	382
cds293	657	61	657	652	1637	357
cds2930	383	24	215	207	591	142
cds2931	240	33	151	140	571	181
cds2932	81	4	344	300	899	102
cds2933	12	0	3	9	11	0
cds2934	49	4	39	23	83	28
cds2935	31	1	21	17	42	24
cds2936	66	3	9	21	21	21
cds2937	0	1	17	11	49	11
cds2938	104	10	117	65	179	90
cds2939	191	22	265	171	497	61
cds294	344	21	73	73	258	164
cds2940	516	49	94	111	293	272
cds2941	106	6	7	10	28	17
cds2942	335	22	5	16	39	109
cds2943	686	61	690	632	1585	302
cds2944	1447	140	2307	1993	4775	936
cds2945	1115	112	235	237	468	669
cds2946	268	14	668	386	873	128
cds2947	3751	257	579	514	1437	2012
cds2948	1218	136	3986	3859	9226	982
cds2949	17	1	5	4	13	2
cds295	611	37	28	26	41	247
cds2950	5283	470	387	170	359	2636
cds2951	16	1	14	13	52	0
cds2952	59	5	156	135	375	10
cds2953	23	2	38	48	182	15
cds2954	75	10	35	29	186	73
cds2955	97	12	134	114	457	55
cds2956	24	7	1	2	7	5
cds2957	0	1	0	0	0	0
cds2958	0	0	0	0	0	0
cds2959	25	0	7	7	30	1
cds296	485	38	125	153	461	253
cds2960	76	7	134	92	339	35
cds2961	0	1	0	1	0	1
cds2962	13	0	0	1	5	0
cds2963	0	0	1	1	0	0
cds2964	31	6	10	3	21	41
cds2965	21	1	4	2	21	13
cds2966	37	4	9	8	28	8
cds2967	162	15	107	79	241	79
cds2968	6	3	7	5	5	2
cds2969	120	8	28	11	53	97
cds297	408	12	99	119	256	214
cds2970	21	3	13	5	3	6
cds2971	59	6	11	15	39	42
cds2972	662	51	73	78	243	360
cds2973	962	51	184	177	574	79
cds2974	2277	187	1018	786	1769	865
cds2975	813	97	380	234	821	418
cds2976	810	43	22	25	63	273
cds2977	248	23	123	112	203	172
cds2978	2356	215	5278	5227	20151	2103
cds2979	12877	1027	31433	29744	85323	9028
cds298	79	2	73	45	224	13
cds2980	155	13	39	45	109	57
cds2981	133	3	432	436	1096	44
cds2982	572	56	613	389	1293	241
cds2983	42	1	2	4	6	11
cds2984	96	10	100	64	175	95
cds2985	292	9	40	31	138	146
cds2986	171	17	26	23	66	119
cds2987	663	49	29	28	46	513
cds2988	294	30	130	131	383	307
cds2989	30	3	5	10	20	0
cds299	7	0	22	16	63	0
cds2990	3	4	2	4	22	0
cds2991	160	4	77	47	219	92
cds2992	48	6	28	32	49	38
cds2993	14	4	14	14	29	5
cds2994	88	6	40	41	109	36
cds2995	958	135	2096	2081	4799	729
cds2996	593	50	671	737	2010	555
cds2997	735	69	855	1111	1732	408
cds2998	3298	226	419	311	952	1175
cds2999	436	48	47	44	91	154
cds3	3	0	9	19	42	6
cds30	112	10	46	60	135	21
cds300	29	9	124	131	297	61
cds3000	141	12	59	66	236	70
cds3001	331	36	314	349	1195	257
cds3002	3570	252	371	301	678	2178
cds3003	138	11	76	53	127	35
cds3004	19	3	2	18	11	17
cds3005	126	13	16	22	63	71
cds3006	28	0	11	7	9	3
cds3007	4	1	0	6	0	0
cds3008	0	0	0	0	2	0
cds3009	87	3	13	4	12	31
cds301	2385	157	272	311	490	2459
cds3010	428	23	60	48	94	242
cds3011	5	1	5	8	3	0
cds3012	74	6	222	167	521	70
cds3013	132	11	63	61	167	92
cds3014	89	7	15	31	24	77
cds3015	71	7	68	58	198	40
cds3016	1129	81	127	124	117	1178
cds3017	646	41	44	59	176	246
cds3018	372	13	23	25	103	75
cds3019	6	0	4	14	51	6
cds302	105	17	190	127	414	60
cds3020	487	34	232	308	600	344
cds3021	249	21	42	30	74	382
cds3022	27	4	16	15	62	21
cds3023	123	11	78	86	221	109
cds3024	4	1	1	3	0	9
cds3025	16	3	2	1	16	0
cds3026	43	3	10	4	5	17
cds3027	59	1	2	3	9	63
cds3028	21	4	7	3	10	36
cds3029	111	7	6	7	12	82
cds303	68	6	72	47	72	21
cds3030	224	21	17	5	29	87
cds3031	25	5	3	6	19	8
cds3032	170	20	212	304	840	233
cds3033	2456	204	5281	5133	10805	862
cds3034	1463	150	4129	3927	9601	572
cds3035	0	0	0	0	5	0
cds3036	18	3	0	2	1	10
cds3037	15	2	1	4	13	11
cds3038	13	0	1	1	0	8
cds3039	8	1	0	5	2	7
cds304	1216	110	3138	2205	5936	762
cds3040	240	21	13	24	57	127
cds3041	0	0	0	1	7	0
cds3042	64	5	27	17	73	59
cds3043	38	0	6	3	0	7
cds3044	19	2	2	4	10	2
cds3045	28	3	9	8	11	24
cds3046	2784	258	1715	1508	5138	1960
cds3047	21	0	17	36	109	36
cds3048	310	43	976	1074	3534	225
cds3049	38	2	151	171	334	16
cds305	22	0	28	24	99	1
cds3050	41	4	225	301	370	62
cds3051	154	15	525	723	2160	73
cds3052	85	26	1136	1144	3100	82
cds3053	92	10	952	962	1990	94
cds3054	1125	82	137	123	336	575
cds3055	853	80	83	80	235	407
cds3056	4	0	2	10	8	0
cds3057	2	0	9	8	57	0
cds3058	1	1	10	25	36	1
cds3059	10318	955	21927	20361	36878	9507
cds306	242	21	408	263	945	198
cds3060	46	4	8	10	22	20
cds3061	2652	58	319	202	536	160
cds3062	2	0	10	10	20	0
cds3063	1115	97	370	251	511	523
cds3064	1229	98	167	115	221	510
cds3065	1216	89	24	9	19	648
cds3066	1975	146	74	92	216	698
cds3067	345	26	143	126	430	153
cds3068	29	7	30	23	60	15
cds3069	467	20	95	101	337	185
cds307	135	3	226	110	412	49
cds3070	312	24	62	34	174	203
cds3071	294	20	79	60	128	120
cds3072	243	30	101	93	172	212
cds3073	326	33	485	422	978	285
cds3074	43	3	21	29	84	27
cds3075	53	13	10	7	14	18
cds3076	682	42	101	84	128	769
cds3077	272	35	185	188	617	238
cds3078	702	68	675	766	2284	391
cds3079	415	28	16	16	23	110
cds308	35	3	49	18	61	16
cds3080	1479	97	320	264	1006	495
cds3081	560	39	319	211	465	279
cds3082	122	7	13	19	39	42
cds3083	76	5	144	126	453	32
cds3084	144	12	84	84	183	148
cds3085	461	39	193	114	441	217
cds3086	154	13	138	89	433	51
cds3087	718	71	512	441	928	373
cds3088	186	11	24	37	59	168
cds3089	209	5	27	28	101	102
cds309	266	27	234	132	498	133
cds3090	115	10	58	31	67	97
cds3091	16	0	17	19	25	7
cds3092	37	4	66	72	190	21
cds3093	141	9	166	131	364	103
cds3094	1296	111	507	356	1042	1387
cds3095	198	8	93	110	111	142
cds3096	39	5	77	59	154	36
cds3097	105	10	27	22	98	29
cds3098	862	78	216	139	664	474
cds3099	987	81	411	335	1209	281
cds31	140	9	11	17	25	31
cds310	35	4	129	98	417	59
cds3100	1593	118	456	541	1153	735
cds3101	76	6	189	202	441	65
cds3102	443	31	175	230	676	157
cds3103	37	4	133	88	254	16
cds3104	24	4	36	30	119	13
cds3105	104	8	31	31	93	53
cds3106	19	3	19	20	69	38
cds3107	419	21	143	116	381	143
cds3108	34	6	44	28	67	23
cds3109	22	4	18	13	31	10
cds311	0	0	26	24	46	6
cds3110	117	8	112	115	424	139
cds3111	232	10	75	52	188	91
cds3112	36	6	90	80	213	25
cds3113	131	12	222	169	677	105
cds3114	471	43	845	723	2139	460
cds3115	6	1	45	42	94	5
cds3116	231	26	693	1020	2547	310
cds3117	17	3	24	20	19	4
cds3118	142	18	32	30	134	83
cds3119	654	42	161	124	393	296
cds312	25	3	14	16	46	34
cds3120	795	48	37	42	144	155
cds3121	555	56	444	333	903	264
cds3122	330	36	276	263	757	148
cds3123	595	37	490	419	1201	415
cds3124	490	27	809	724	1890	175
cds3125	250	26	747	622	1250	186
cds3126	23	3	89	67	157	1
cds3127	15	3	56	28	56	0
cds3128	60	2	70	80	107	25
cds3129	194	21	377	346	843	174
cds313	1469	138	506	432	1416	849
cds3130	323	32	548	415	1070	318
cds3131	302	34	325	221	1004	102
cds3132	338	28	585	404	1227	228
cds3133	412	26	420	355	1210	142
cds3134	552	42	752	631	1520	265
cds3135	5509	426	1664	1623	4435	1480
cds3136	2474	162	1259	939	2121	237
cds3137	254	8	208	180	302	93
cds3138	368	26	128	136	381	196
cds3139	1514	121	87	88	134	1549
cds314	101	5	27	23	57	23
cds3140	89	7	63	61	229	38
cds3141	1939	158	687	701	1847	1049
cds3142	40	1	57	40	152	20
cds3143	468	29	475	719	1525	214
cds3144	35	2	49	63	161	6
cds3145	30	1	39	25	51	19
cds3146	93	8	20	9	55	18
cds3147	560	26	332	292	762	186
cds3148	190	21	19	23	30	162
cds3149	171	21	42	51	127	142
cds315	121	14	29	23	29	49
cds3150	183	13	157	114	211	70
cds3151	76	9	50	73	134	71
cds3152	6	0	4	2	10	3
cds3153	0	1	2	2	0	0
cds3154	220	23	87	65	181	204
cds3155	226	22	100	89	226	123
cds3156	15	5	0	1	8	5
cds3157	0	1	0	0	0	0
cds3158	12	0	0	0	3	1
cds3159	57	5	26	31	98	31
cds316	1861	132	210	210	545	1119
cds3160	1716	145	612	632	1538	655
cds3161	96	9	88	79	178	68
cds3162	0	0	0	0	0	5
cds3163	26	1	33	61	63	2
cds3164	60	3	98	166	342	39
cds3165	39	11	34	56	113	48
cds3166	68	4	34	50	81	48
cds3167	1124	92	1237	1007	2482	487
cds3168	1381	87	787	665	2129	640
cds3169	500	31	331	258	865	228
cds317	2369	169	259	214	425	1895
cds3170	90	12	45	38	187	34
cds3171	16	2	16	12	47	30
cds3172	148	6	63	72	183	87
cds3173	0	1	2	2	4	6
cds3174	58	5	12	15	47	36
cds3175	381	22	26	15	34	194
cds3176	17	1	8	1	2	6
cds3177	332	28	40	23	68	206
cds3178	14	0	3	4	0	0
cds3179	32	1	7	8	27	12
cds318	3221	236	107	134	253	1713
cds3180	12	0	25	10	43	4
cds3181	8	0	11	14	28	1
cds3182	5	1	1	3	10	5
cds3183	162	12	17	15	39	73
