	L130_vitro_1	L130_vitro_2	L130_col_1	L130_col_2	L130_vitro_3	L130_col_3
cds2458	3	12	19	33	15	44
cds2459	639	428	424	485	606	946
cds246	157	99	258	175	69	202
cds2460	1132	999	120	87	1077	152
cds2461	28	25	51	0	32	21
cds2462	507	679	224	108	510	166
cds2463	97	48	56	14	56	106
cds2464	355	221	279	149	364	319
cds2465	31	60	71	28	132	25
cds2466	878	2026	1387	1230	4718	2433
cds2467	7	2	4	0	1	9
cds2468	114	76	82	29	120	63
cds2469	36	11	49	27	57	7
cds247	374	180	687	356	178	799
cds2470	98	46	66	5	133	31
cds2471	64	59	54	11	216	53
cds2472	2	5	0	9	11	4
cds2473	234	123	114	123	213	85
cds2474	69	18	40	42	51	58
cds2475	66	20	98	73	31	122
cds2476	3	0	16	0	0	0
cds2477	286	151	220	225	121	299
cds2478	103	17	40	29	26	14
cds2479	23	5	32	40	17	42
cds248	7	6	50	18	2	17
cds2480	2818	2327	2216	1662	2229	2695
cds2481	209	165	411	317	192	638
cds2482	264	140	370	174	123	261
cds2483	116	86	593	459	78	811
cds2484	80	38	81	38	56	78
cds2485	83	40	266	179	33	119
cds2486	41	33	58	70	58	78
cds2487	909	627	1970	1500	463	2657
cds2488	205	176	202	155	187	115
cds2489	6	8	44	28	3	7
cds249	34	43	36	40	29	18
cds2490	4122	4112	1663	2244	8925	2933
cds2491	3905	3868	68	109	8785	202
cds2492	2439	2454	46	72	9113	115
cds2493	1724	1528	85	124	6053	361
cds2494	13053	11756	103	130	25439	408
cds2495	4540	4444	37	21	8132	43
cds2496	7009	6555	233	179	11350	136
cds2497	12418	11721	622	686	22191	1925
cds2498	4767	4330	69	66	8894	30
cds2499	2116	1916	85	88	3368	270
cds25	2	0	36	9	3	17
cds250	93	63	165	101	47	141
cds2500	3412	2813	79	72	5607	228
cds2501	8090	7359	647	535	11712	843
cds2502	5950	5315	306	382	8536	558
cds2503	9810	8985	899	1325	16214	3045
cds2504	544	452	29	33	1587	19
cds2505	881	728	15	33	2650	15
cds2506	1882	1713	59	74	4210	117
cds2507	1360	1149	31	24	3063	25
cds2508	2393	2048	43	59	5422	193
cds2509	204	163	6	0	681	9
cds251	24	3	81	40	13	28
cds2510	2830	2288	31	53	5696	153
cds2511	16906	14930	575	515	35091	880
cds2512	1830	1217	13	30	5944	67
cds2513	37693	35614	15455	11023	35230	13090
cds2514	3958	3390	355	434	6494	1506
cds2515	5411	4296	153	125	8442	210
cds2516	14773	14105	479	448	17947	751
cds2517	1517	1362	81	91	2271	358
cds2518	206	169	272	240	141	303
cds2519	22	30	69	63	13	16
cds252	56	59	67	40	34	90
cds2520	1	5	8	0	3	3
cds2521	5	0	25	13	0	21
cds2522	169	36	469	375	26	474
cds2523	45	7	116	53	17	79
cds2524	351	79	852	589	95	722
cds2525	39	38	38	41	56	98
cds2526	83	27	85	148	39	107
cds2527	5034	1404	2114	1444	1044	2357
cds2528	2049	1560	1560	1284	1675	2127
cds2529	14	5	0	0	15	0
cds253	31	79	57	41	46	53
cds2530	8652	5462	2102	2037	5257	1703
cds2531	1	0	26	71	2	52
cds2532	60	31	20	48	51	34
cds2533	46	71	19	65	51	21
cds2534	129	45	110	89	64	174
cds2535	3	4	5	10	5	17
cds2536	15	9	17	40	48	6
cds2537	212	211	194	163	146	404
cds2538	216	96	38	62	120	133
cds2539	16	5	29	27	4	0
cds254	31	82	167	57	61	41
cds2540	0	0	2	11	9	22
cds2541	4587	2508	4025	3236	1497	5937
cds2542	1220	762	1059	632	891	1136
cds2543	424	388	415	307	405	784
cds2544	75	115	114	65	94	105
cds2545	797	781	188	232	1710	280
cds2546	11	15	11	44	19	25
cds2547	1468	325	274	293	291	658
cds2548	64	36	26	27	32	23
cds2549	518	389	303	310	508	370
cds255	43	34	32	10	23	27
cds2550	35	20	77	68	35	34
cds2551	89	47	145	72	62	88
cds2552	295	212	153	132	292	356
cds2553	189	144	78	107	118	140
cds2554	209	257	198	146	286	534
cds2555	255	157	73	99	116	113
cds2556	28	8	37	0	6	43
cds2557	21	20	24	56	37	60
cds2558	17	43	58	55	49	100
cds2559	1240	959	597	331	668	735
cds256	4	4	68	26	2	7
cds2560	243	132	324	200	147	453
cds2561	85	80	69	73	81	191
cds2562	80	79	262	147	83	469
cds2563	842	870	984	618	1134	1603
cds2564	239	148	79	27	253	136
cds2565	450	238	62	163	282	198
cds2566	54	30	43	29	20	23
cds2567	7191	6827	1278	1032	6592	1033
cds2568	293	226	115	67	324	114
cds2569	348	231	103	84	281	165
cds257	3	0	6	15	1	15
cds2570	430	451	238	155	867	223
cds2571	16928	16038	7286	7486	36564	12894
cds2572	19	17	22	0	19	4
cds2573	479	435	267	172	706	264
cds2574	402	296	144	118	391	124
cds2575	193	106	60	31	136	86
cds2576	11	15	38	45	21	8
cds2577	64	74	6	9	119	24
cds2578	122	149	30	52	363	115
cds2579	55	28	47	4	51	23
cds258	2	0	24	4	0	6
cds2580	0	4	26	0	2	14
cds2581	59	42	71	67	28	51
cds2582	724	670	356	431	629	1036
cds2583	1595	1358	645	530	2026	717
cds2584	172	68	723	683	72	728
cds2585	1319	774	1017	894	712	1088
cds2586	305	130	310	118	128	82
cds2587	368	187	150	103	167	66
cds2588	251	131	51	34	188	58
cds2589	506	379	141	100	428	121
cds259	4	3	82	22	6	38
cds2590	52	18	22	19	29	10
cds2591	369	220	142	77	273	135
cds2592	9	0	0	0	1	0
cds2593	18	13	30	7	12	27
cds2594	9	9	19	17	4	12
cds2595	35	17	1	0	65	5
cds2596	157	23	12	0	53	15
cds2597	342	66	2	2	127	33
cds2598	136	51	51	61	116	57
cds2599	562	361	448	392	492	523
cds26	72	100	236	222	121	212
cds260	0	0	23	5	0	1
cds2600	98	48	388	204	88	88
cds2601	34	17	22	1	42	14
cds2602	86	83	50	56	210	69
cds2603	886	503	846	692	571	903
cds2604	165	88	153	107	41	133
cds2605	143	63	169	97	57	110
cds2606	258	159	818	525	130	1005
cds2607	53	52	91	89	105	188
cds2608	59	46	208	69	61	123
cds2609	34	61	203	136	92	89
cds261	52	18	190	250	17	199
cds2610	1	3	7	7	6	0
cds2611	58	47	521	502	78	336
cds2612	27	2	44	13	14	16
cds2613	229	88	95	62	60	128
cds2614	334	107	82	127	111	122
cds2615	95	29	83	131	95	128
cds2616	74	103	1004	666	89	1033
cds2617	0	1	157	131	7	128
cds2618	207	113	163	110	122	172
cds2619	30	10	91	21	19	44
cds262	252	47	404	414	64	454
cds2620	310	288	504	663	327	490
cds2621	26	10	72	46	11	29
cds2622	170	124	129	146	113	178
cds2623	27	14	45	9	30	17
cds2624	169	223	120	85	406	129
cds2625	1799	820	521	326	819	682
cds2626	413	298	198	88	182	280
cds2627	0	0	5	0	0	0
cds2628	105	43	67	40	75	58
cds2629	949	695	146	87	1804	148
cds263	135	56	63	68	44	125
cds2630	96	82	28	21	152	31
cds2631	2736	1720	1555	870	1501	1460
cds2632	22	9	34	14	13	26
cds2633	2183	2588	459	387	3723	350
cds2634	922	591	554	437	770	452
cds2635	106	47	61	0	43	72
cds2636	226	197	411	519	190	1104
cds2637	279	203	288	349	249	429
cds2638	92	72	61	55	87	80
cds2639	1196	1322	226	151	1663	136
cds264	6	7	105	76	2	78
cds2640	163	184	66	44	202	207
cds2641	607	470	284	267	503	303
cds2642	758	609	661	279	576	752
cds2643	1099	586	242	140	834	193
cds2644	743	405	108	80	518	475
cds2645	335	202	22	40	296	220
cds2646	6	3	1	27	13	0
cds2647	863	540	47	71	619	94
cds2648	307	200	65	15	349	40
cds2649	73	46	30	0	54	11
cds265	7	5	0	0	0	0
cds2650	87	28	14	36	60	37
cds2651	75	23	24	11	57	18
cds2652	65	39	16	40	35	3
cds2653	96	40	42	36	111	17
cds2654	189	133	74	19	186	54
cds2655	116	47	56	37	94	57
cds2656	47	17	10	0	20	3
cds2657	105	58	113	60	167	69
cds2658	32	17	50	5	8	27
cds2659	174	84	152	92	160	141
cds266	31	31	44	6	19	59
cds2660	120	108	47	31	114	29
cds2661	39	7	20	0	12	0
cds2662	13	6	0	0	6	0
cds2663	2	12	7	0	9	1
cds2664	27	20	55	35	29	21
cds2665	58	30	44	6	37	88
cds2666	502	404	240	149	748	270
cds2667	345	250	169	80	332	162
cds2668	186	144	80	31	252	26
cds2669	1053	1071	329	288	1581	145
cds267	5	0	33	44	2	35
cds2670	422	277	39	45	464	22
cds2671	136	96	48	44	125	114
cds2672	19	9	39	5	19	21
cds2673	1629	1151	791	621	1269	674
cds2674	2725	3100	834	749	3798	1226
cds2675	233	131	47	32	190	62
cds2676	18	15	69	6	17	34
cds2677	1	3	79	54	0	37
cds2678	972	929	873	646	710	1368
cds2679	187	131	103	79	112	91
cds268	70	27	117	88	16	100
cds2680	83	86	139	105	62	239
cds2681	13	4	75	53	15	22
cds2682	211	130	177	82	169	232
cds2683	796	813	234	184	767	138
cds2684	353	365	43	135	320	77
cds2685	506	501	148	125	617	57
cds2686	140	133	59	12	160	10
cds2687	1022	1203	667	564	1000	867
cds2688	528	337	4779	4375	292	1792
cds2689	333	270	774	593	294	490
cds269	0	3	32	25	3	14
cds2690	4937	6772	3236	2898	7627	2239
cds2691	282	155	148	113	129	292
cds2692	110	120	471	328	144	301
cds2693	468	285	233	238	441	353
cds2694	578	347	343	567	428	600
cds2695	423	418	50	38	729	79
cds2696	475	98	101	105	158	136
cds2697	382	243	402	370	178	647
cds2698	1187	432	1268	1497	601	2773
cds2699	364	273	335	160	210	324
cds27	260	145	174	117	202	269
cds270	10	0	25	36	0	11
cds2700	508	184	3179	2065	295	1479
cds2701	202	126	108	171	126	241
cds2702	78	29	29	28	39	25
cds2703	96	68	48	74	74	40
cds2704	138	99	85	91	83	27
cds2705	2	3	5	0	5	11
cds2706	0	0	0	28	0	0
cds2707	1	0	7	0	1	0
cds2708	11	29	88	55	15	74
cds2709	4	1	85	15	14	5
cds271	24	0	47	64	1	82
cds2710	7	19	75	17	6	32
cds2711	41	69	79	48	78	87
cds2712	34	10	35	50	19	20
cds2713	18	4	32	0	14	0
cds2714	263	209	271	227	221	256
cds2715	44	49	27	47	105	5
cds2716	98	32	86	82	75	42
cds2717	690	833	572	540	998	880
cds2718	354	98	70	74	135	175
cds2719	899	166	51	7	202	5
cds272	13	1	156	26	4	73
cds2720	205	26	113	74	34	101
cds2721	41	14	90	40	24	26
cds2722	28	22	18	28	42	10
cds2723	1574	411	1119	1150	418	1811
cds2724	6772	7034	3587	3988	14838	3261
cds2725	3	0	6	1	4	4
cds2726	293	263	109	171	280	136
cds2727	46	22	47	27	36	92
cds2728	115	92	177	141	115	277
cds2729	11	7	4	13	7	15
cds273	0	1	30	0	0	1
cds2730	13	4	12	12	6	7
cds2731	192	77	421	430	125	504
cds2732	18	6	47	28	10	88
cds2733	11	9	27	2	11	9
cds2734	2371	1749	1311	1004	1996	1268
cds2735	168	52	42	38	65	34
cds2736	10	0	3	5	8	7
cds2737	12	14	19	51	36	14
cds2738	339	216	401	253	194	835
cds2739	31	56	27	35	135	20
cds274	126	163	220	144	328	176
cds2740	500	256	627	489	230	778
cds2741	229	115	128	84	178	161
cds2742	83	71	60	44	111	53
cds2743	554	465	177	111	1163	171
cds2744	33	18	102	48	22	54
cds2745	941	674	680	543	1010	530
cds2746	398	199	121	141	283	98
cds2747	260	91	54	46	124	56
cds2748	227	123	126	78	191	265
cds2749	59	71	99	80	76	68
cds275	35	58	116	74	33	98
cds2750	320	129	232	176	104	224
cds2751	96	88	70	45	233	88
cds2752	25	1	47	5	11	6
cds2753	41	18	30	7	13	41
cds2754	186	142	288	239	134	338
cds2755	146	59	76	126	100	146
cds2756	14	31	191	140	25	196
cds2757	67	81	460	365	86	765
cds2758	30	13	134	62	5	38
cds2759	603	335	1410	1220	258	1218
cds276	8	4	50	35	0	0
cds2760	0	2	12	0	0	3
cds2761	19	4	51	27	9	13
cds2762	75	40	88	49	44	13
cds2763	167	142	205	99	183	164
cds2764	170	105	197	152	115	364
cds2765	596	535	482	368	480	545
cds2766	799	666	556	309	697	520
cds2767	101	59	240	50	120	374
cds2768	329	237	659	361	335	740
cds2769	54	25	27	15	36	111
cds277	9	5	95	16	3	50
cds2770	18	44	84	85	32	56
cds2771	37	12	66	46	23	39
cds2772	50	46	23	27	76	47
cds2773	111	57	46	70	130	61
cds2774	8542	7135	5746	4255	6165	5391
cds2775	365	394	136	118	310	190
cds2776	28	10	46	32	19	143
cds2777	1	0	24	17	0	5
cds2778	205	88	100	38	93	92
cds2779	15	3	19	7	4	10
cds278	2	4	98	35	8	64
cds2780	41	38	72	53	48	37
cds2781	2	0	547	459	6	145
cds2782	8	0	3608	3241	3	620
cds2783	157	116	219	181	78	370
cds2784	13	0	7	13	1	9
cds2785	184	134	264	170	175	106
cds2786	83	17	235	153	26	92
cds2787	84	71	38	54	89	98
cds2788	19	6	49	9	15	11
cds2789	197	129	352	288	106	515
cds279	11	5	35	0	8	66
cds2790	14	31	56	44	43	43
cds2791	92	66	140	39	32	39
cds2792	96	66	41	42	54	25
cds2793	26	1	39	0	14	0
cds2794	37	38	26	57	50	28
cds2795	58	45	32	31	45	83
cds2796	559	425	208	237	575	598
cds2797	1	0	0	0	0	0
cds2798	0	0	14	6	0	0
cds2799	570	353	708	777	463	1082
cds28	0	4	28	8	3	48
cds280	39	10	45	51	35	30
cds2800	267	462	281	244	401	177
cds2801	14	4	47	53	7	30
cds2802	10	4	24	36	5	67
cds2803	23	193	45	8	264	240
cds2804	63	40	94	61	59	138
cds2805	264	104	161	127	120	200
cds2806	231	89	287	122	150	284
cds2807	270	125	188	123	192	239
cds2808	30	9	31	34	20	1
cds2809	177	143	100	71	137	141
cds281	6	12	60	36	16	7
cds2810	794	717	902	756	769	1448
cds2811	96	143	338	303	106	403
cds2812	130	112	91	79	81	157
cds2813	1869	3590	370	323	3702	416
cds2814	196	221	223	779	369	518
cds2815	12	3	96	58	9	45
cds2816	54	47	102	30	44	34
cds2817	110	101	280	110	153	114
cds2818	149	137	364	130	155	215
cds2819	423	438	1230	757	347	2070
cds282	29	7	87	57	12	88
cds2820	100	82	125	135	60	92
cds2821	80	30	13	23	29	18
cds2822	381	164	137	69	267	154
cds2823	561	476	292	366	396	463
cds2824	213	229	193	132	346	87
cds2825	127	60	65	50	63	109
cds2826	25	9	8	7	3	37
cds2827	1	2	25	16	3	15
cds2828	158	98	115	53	187	46
cds2829	362	201	378	233	284	358
cds283	14	13	45	15	10	59
cds2830	737	440	790	735	319	983
cds2831	671	501	151	86	666	133
cds2832	63	52	61	10	92	39
cds2833	315	284	81	65	346	60
cds2834	40	41	21	0	63	0
cds2835	14	12	13	0	33	6
cds2836	28	24	39	5	23	22
cds2837	12	3	6	0	37	7
cds2838	1991	2043	202	205	3823	298
cds2839	5310	8765	1083	751	8993	1056
cds284	14	17	68	37	23	38
cds2840	240	236	56	65	319	128
cds2841	141	185	120	153	189	187
cds2842	276	252	120	112	356	125
cds2843	67	15	125	50	39	65
cds2844	80	17	64	41	27	55
cds2845	119	65	41	51	59	62
cds2846	134	144	98	19	69	159
cds2847	4	14	9	22	11	30
cds2848	59	52	115	77	61	89
cds2849	405	470	229	253	501	360
cds285	11	4	50	33	16	76
cds2850	188	115	255	153	117	198
cds2851	717	390	408	366	384	406
cds2852	138	65	32	26	51	57
cds2853	81	21	3	16	16	5
cds2854	5	4	29	0	10	0
cds2855	2	0	4	0	1	0
cds2856	89	68	50	101	109	11
cds2857	25	18	40	52	38	32
cds2858	70	30	114	151	22	150
cds2859	23	16	21	0	16	6
cds286	38	25	20	7	53	45
cds2860	182	117	136	172	136	228
cds2861	39	7	46	18	18	60
cds2862	160	53	129	81	56	177
cds2863	7	9	62	30	17	49
cds2864	203	156	72	26	167	17
cds2865	81	60	54	26	211	64
cds2866	3169	2890	1219	639	3890	1210
cds2867	1176	1432	492	214	1078	627
cds2868	19	11	42	38	28	13
cds2869	35	6	2	0	13	20
cds287	244	217	149	194	423	126
cds2870	13	8	27	25	1	112
cds2871	2	1	15	10	2	14
cds2872	16	14	52	93	32	37
cds2873	104	55	143	112	64	163
cds2874	1454	1226	3918	2140	540	4472
cds2875	4	2	236	180	4	246
cds2876	125	65	149	33	68	32
cds2877	3	1	27	10	8	5
cds2878	1657	1305	11	20	2095	152
cds2879	65	110	48	25	146	43
cds288	67	42	40	44	98	36
cds2880	89	46	48	43	30	140
cds2881	12	6	44	41	8	59
cds2882	11	21	55	17	7	31
cds2883	7	10	66	56	3	1
cds2884	10844	9686	1176	1255	14654	1683
cds2885	5516	5613	508	488	10540	845
cds2886	258	242	27	0	287	74
cds2887	54058	43760	2110	2094	43080	10686
cds2888	22238	16428	321	228	31530	522
cds2889	3782	3239	248	371	13127	489
cds289	23	23	121	57	44	189
cds2890	1167	1175	170	125	3104	365
cds2891	694	327	499	411	689	616
cds2892	77	29	52	22	46	62
cds2893	269	184	240	234	171	225
cds2894	449	330	84	60	336	64
cds2895	397	307	215	154	637	293
cds2896	1608	1614	119	54	2588	289
cds2897	3711	3211	53	36	4884	33
cds2898	6966	6162	451	622	9916	989
cds2899	7272	6321	165	120	11156	194
cds29	14	5	63	85	17	38
cds290	42	17	23	0	50	63
cds2900	14017	16858	1589	1569	29036	1658
cds2901	266	208	153	232	428	232
cds2902	3861	3126	978	887	4592	1388
cds2903	11624	9271	573	503	17465	439
cds2904	966	760	482	649	1957	483
cds2905	2032	1512	1033	696	3160	143
cds2906	13980	12030	4508	3458	12231	4142
cds2907	14	10	32	18	10	4
cds2908	155	216	88	55	294	110
cds2909	41	26	45	16	65	45
cds291	22	30	31	35	41	7
cds2910	73	73	49	58	62	39
cds2911	88	32	63	38	33	95
cds2912	1966	1217	513	494	2224	1037
cds2913	287	132	93	125	155	238
cds2914	18	10	28	11	18	10
cds2915	359	106	33	25	128	50
cds2916	628	424	269	217	417	417
cds2917	162	120	60	53	348	40
cds2918	176	97	469	386	89	550
cds2919	11	9	14	2	4	9
cds292	62	17	41	76	71	112
cds2920	83	92	206	156	60	128
cds2921	27	15	19	22	8	0
cds2922	20	7	118	38	12	37
cds2923	64	60	155	171	38	209
cds2924	38	15	51	62	18	43
cds2925	64	70	279	201	112	101
cds2926	1117	784	824	722	1142	585
cds2927	173	75	84	66	105	85
cds2928	177	161	218	110	203	535
cds2929	2	7	14	0	163	18
cds293	926	670	115	112	1010	97
cds2930	741	815	274	304	1837	545
cds2931	604	282	186	247	530	201
cds2932	246	204	298	226	187	330
cds2933	234	99	156	143	153	154
cds2934	2350	2046	274	250	3408	284
cds2935	2910	2477	504	410	5269	715
cds2936	1241	1028	265	202	1613	318
cds2937	284	119	405	406	149	468
cds2938	14	12	7	9	12	0
cds2939	213	65	311	399	69	299
cds294	2484	3630	1061	851	4843	899
cds2940	53	26	37	37	44	63
cds2941	25	13	43	29	14	46
cds2942	1127	1491	246	158	1872	185
cds2943	620	472	225	215	389	243
cds2944	56	34	26	0	42	16
cds2945	56	23	68	30	13	33
cds2946	20	2	19	0	7	9
cds2947	77	58	107	61	65	102
cds2948	5	0	90	81	2	13
cds2949	0	7	99	45	1	24
cds295	130	40	89	70	57	89
cds2950	83	34	112	82	57	111
cds2951	44	10	92	68	18	71
cds2952	24	31	558	479	30	654
cds2953	2242	740	2177	2523	840	1158
cds2954	23	5	33	0	10	20
cds2955	41	52	39	34	44	9
cds2956	519	619	729	383	662	717
cds2957	105	29	65	34	61	49
cds2958	93	62	47	0	85	112
cds2959	11	30	23	5	30	6
cds296	709	484	555	442	623	442
cds2960	80	102	107	43	113	119
cds2961	265	268	374	424	284	305
cds2962	1787	1310	718	542	1694	712
cds2963	15	2	39	18	9	11
cds2964	40	40	66	40	9	49
cds2965	68	82	74	28	139	55
cds2966	13	12	2	12	28	17
cds2967	37	42	115	124	28	147
cds2968	6	7	35	26	14	52
cds2969	72	51	104	79	30	89
cds297	437	522	154	149	840	160
cds2970	1058	463	610	452	734	806
cds2971	182	173	74	26	362	130
cds2972	149	114	50	30	93	97
cds2973	896	479	794	656	604	797
cds2974	108	83	90	51	140	28
cds2975	14	2	6	0	1	0
cds2976	0	2	3	10	3	0
cds2977	199	198	66	138	304	111
cds2978	499	409	202	191	650	248
cds2979	390	313	41	45	370	52
cds298	5	5	59	29	6	23
cds2980	3088	3489	595	605	3608	578
cds2981	795	866	112	151	924	214
cds2982	11	18	7	0	23	0
cds2983	87	43	258	248	59	203
cds2984	42	13	30	1	26	48
cds2985	61	15	47	7	23	5
cds2986	149	136	894	512	111	975
cds2987	53	26	75	55	11	62
cds2988	43	13	58	9	12	16
cds2989	20	24	35	6	14	12
cds299	332	426	258	308	466	513
cds2990	63	71	107	66	56	110
cds2991	168	93	89	26	60	104
cds2992	71	28	198	176	49	173
cds2993	975	886	113	73	1240	60
cds2994	555	261	185	281	203	533
cds2995	132	52	309	449	43	237
cds2996	47	42	124	18	48	66
cds2997	254	139	191	165	191	232
cds2998	294	215	290	329	384	244
cds2999	579	123	199	127	152	193
cds3	8	4	8	7	3	0
cds30	5	3	27	18	8	19
cds300	1867	1900	3924	3006	888	3461
cds3000	21	50	32	10	124	50
cds3001	69	24	157	100	26	141
cds3002	6	9	47	33	13	35
cds3003	27	14	73	55	7	89
cds3004	17	27	159	202	42	323
cds3005	311	310	152	80	447	155
cds3006	13	15	266	219	13	201
cds3007	4	23	174	43	7	38
cds3008	104	71	87	35	71	31
cds3009	27	5	21	0	9	1
cds301	1530	482	2420	2041	368	1631
cds3010	81	15	44	74	43	29
cds3011	16	2	15	5	9	34
cds3012	26	9	59	19	17	20
cds3013	227	99	269	250	112	175
cds3014	95	84	155	101	99	96
cds3015	290	250	229	111	414	203
cds3016	1	3	3	17	2	7
cds3017	3	2	14	8	7	7
cds3018	8	13	190	126	12	368
cds3019	152	100	94	99	138	129
cds302	79	65	55	18	81	101
cds3020	172	195	89	60	309	208
cds3021	421	312	2045	1545	278	2295
cds3022	23	7	90	28	26	26
cds3023	122	149	126	153	210	115
cds3024	167	143	143	108	185	146
cds3025	14	4	36	5	16	17
cds3026	90	55	121	151	85	85
cds3027	4	4	1	26	6	16
cds3028	8	0	2	8	9	0
cds3029	378	303	567	407	471	735
cds303	12	4	24	43	4	14
cds3030	697	1133	151	49	1955	254
cds3031	100	190	82	41	306	68
cds3032	152	81	48	36	199	38
cds3033	158	165	71	54	368	42
cds3034	3	6	31	3	18	26
cds3035	25565	31353	17475	16342	30038	18293
cds3036	21	17	10	10	26	14
cds3037	97	55	80	41	145	71
cds3038	214	229	1116	861	143	4426
cds3039	7	0	27	15	4	24
cds304	70	72	216	247	81	321
cds3040	79	27	40	2	118	41
cds3041	1816	2210	1042	885	2869	1068
cds3042	1649	1933	399	342	2581	562
cds3043	1020	1036	369	239	1393	394
cds3044	60	35	186	133	18	90
cds3045	2414	1283	1558	1424	1481	1413
cds3046	132	34	85	85	63	21
cds3047	228	130	277	315	112	235
cds3048	60	48	44	54	22	81
cds3049	22	47	43	25	32	34
cds305	1744	390	710	591	451	1119
cds3050	194	169	205	156	102	371
cds3051	327	152	133	174	151	150
cds3052	551	208	296	213	336	320
cds3053	684	685	1191	1122	655	1801
cds3054	1271	1045	474	522	1639	808
cds3055	184	163	6047	5533	105	4624
cds3056	40	8	58	1	19	82
cds3057	28	26	61	24	18	8
cds3058	26	21	12	8	33	23
cds3059	360	233	201	149	295	227
cds306	212	256	579	345	149	370
cds3060	195	137	132	137	187	113
cds3061	1059	952	124	141	1320	232
cds3062	878	669	177	147	765	140
cds3063	57	15	121	104	13	140
cds3064	38	28	143	47	66	283
cds3065	15	4	53	118	21	56
cds3066	21	12	41	36	13	16
cds3067	265	159	85	72	151	51
cds3068	53	10	58	7	30	10
cds3069	710	870	305	180	1131	241
cds307	53	24	106	70	35	67
cds3070	146	146	101	118	122	54
cds3071	15	15	49	51	19	88
cds3072	261	354	890	769	222	872
cds3073	532	360	388	340	983	507
cds3074	191	124	162	99	152	179
cds3075	12	10	6	11	19	31
cds3076	111	76	130	70	66	124
cds3077	111	59	241	113	101	161
cds3078	0	1	15	42	1	74
cds3079	711	579	350	235	588	796
cds308	852	1264	836	557	1772	1126
cds3080	286	220	142	50	297	178
cds3081	152	87	81	85	67	73
cds3082	0	0	21	48	1	66
cds3083	299	308	560	383	309	574
cds3084	272	153	157	124	141	302
cds3085	49	28	81	24	71	26
cds3086	37	16	76	45	4	124
cds3087	1995	1726	257	266	2640	311
cds3088	14	3	2	17	16	11
cds3089	124	71	69	48	147	94
cds309	7	0	23	11	2	12
cds3090	41	23	36	4	21	20
cds3091	118	120	35	40	104	42
cds3092	190	186	102	63	207	95
cds3093	11	8	66	36	15	13
cds3094	106	32	58	99	97	73
cds3095	82	28	35	13	80	64
cds3096	116	98	58	57	117	60
cds3097	54	20	24	35	38	32
cds3098	712	494	279	209	816	301
cds3099	542	225	215	152	313	256
cds31	420	358	324	251	325	291
cds310	401	267	278	228	476	250
cds3100	1051	651	873	713	503	414
cds3101	31	19	10	2	19	13
cds3102	46	14	25	0	32	20
cds3103	486	293	279	246	398	240
cds3104	194	81	9	45	79	51
cds3105	46	9	14	17	19	21
cds3106	361	271	101	62	532	114
cds3107	699	710	381	266	1115	258
cds3108	4990	4287	652	581	5431	376
cds3109	235	257	123	31	418	119
cds311	83	115	43	20	264	49
cds3110	676	497	449	222	811	356
cds3111	9	1	44	19	7	8
cds3112	320	158	132	174	86	309
cds3113	44	19	44	29	36	45
cds3114	44	42	12	3	79	29
cds3115	87	39	29	18	45	31
cds3116	60	38	53	19	63	53
cds3117	148	195	87	97	199	132
cds3118	91	73	39	67	143	116
cds3119	96	53	31	38	100	90
cds312	2106	2519	26418	15921	1442	19971
cds3120	14	18	26	0	35	14
cds3121	2	0	19	21	18	4
cds3122	15	43	22	33	21	15
cds3123	42	49	94	121	18	149
cds3124	101	107	108	136	136	84
cds3125	22	13	127	71	22	56
cds3126	56	37	96	44	64	63
cds3127	428	84	153	192	187	178
cds3128	125	80	499	326	89	299
cds3129	118	75	111	36	81	80
cds313	22	11	7	15	17	39
cds3130	406	285	85	18	533	51
cds3131	434	318	16	49	368	55
cds3132	257	148	98	67	254	183
cds3133	201	229	87	140	299	53
cds3134	18	11	39	9	23	18
cds3135	634	241	2334	2117	356	2556
cds3136	28	12	51	91	18	31
cds3137	259	70	197	176	110	201
cds3138	475	133	638	555	108	283
cds3139	692	373	445	426	360	376
cds314	159	107	157	108	74	321
cds3140	25	36	50	27	32	110
cds3141	99	63	82	177	107	185
cds3142	84	25	44	32	19	53
cds3143	47	19	29	11	21	25
cds3144	42	15	46	14	19	19
cds3145	372	219	1258	700	279	1016
cds3146	76	35	107	80	66	160
cds3147	17	16	75	64	11	67
cds3148	106	65	61	96	188	101
cds3149	61	26	17	12	16	28
cds315	1	0	42	0	6	5
cds3150	108	33	33	43	64	133
cds3151	420	82	317	245	89	330
cds3152	1	5	32	20	1	27
cds3153	55	23	81	66	25	59
cds3154	36	31	63	171	35	97
cds3155	24	4	24	32	9	27
cds3156	507	396	215	196	521	172
cds3157	51	89	103	45	111	197
cds3158	122	83	111	108	68	252
cds3159	4	7	30	55	9	30
cds316	10	2	37	0	2	3
cds3160	61	17	34	9	33	82
cds3161	227	117	780	629	131	702
cds3162	40	18	140	126	14	115
cds3163	28	6	68	17	14	38
cds3164	82	60	37	0	43	9
cds3165	101	38	18	14	75	9
cds3166	32	35	3	20	27	0
cds3167	7	0	52	16	1	0
cds3168	8	9	71	25	2	4
cds3169	64	26	134	167	33	136
cds317	208	72	490	151	84	136
cds3170	2	0	2	30	4	0
cds3171	0	4	36	34	0	1
cds3172	12	4	17	78	12	21
cds3173	3	11	432	246	3	147
cds3174	5	0	26	12	0	4
cds3175	554	234	669	510	156	353
cds3176	32	12	91	34	15	34
