	R935_vitro_1	R935_vitro_2	R935_col_1	R935_col_2	R935_vitro_3	R935_col_3
cds3924	5	1	18	17	16	64
cds3925	5	4	48	55	8	175
cds3926	1	7	44	22	6	116
cds3927	264	266	76	114	600	482
cds3928	15	10	29	87	29	242
cds3929	1	4	3	20	17	93
cds393	0	0	9	0	0	15
cds3930	2	4	21	15	9	39
cds3931	6	8	11	7	20	44
cds3932	15	23	23	40	49	170
cds3933	2	6	104	121	19	168
cds3934	225	175	476	105	313	489
cds3935	158	122	143	114	279	304
cds3936	115	134	135	63	239	201
cds3937	61	32	90	98	73	166
cds3938	29	39	46	24	66	75
cds3939	1	2	0	0	1	69
cds394	29	46	0	71	48	73
cds3940	473	441	201	106	789	408
cds3941	19	25	253	127	87	320
cds3942	393	395	327	262	753	736
cds3943	103	93	293	168	184	531
cds3944	123	56	656	474	145	1592
cds3945	1	0	64	5	3	16
cds3946	64	58	141	166	177	474
cds3947	57	41	254	466	63	663
cds3948	127	120	684	989	222	1469
cds3949	7	38	54	87	65	233
cds395	41	45	52	34	72	78
cds3950	1	0	0	0	1	4
cds3951	1	2	0	2	6	24
cds3952	9	3	0	10	5	40
cds3953	1	5	37	8	7	43
cds3954	0	1	0	0	1	5
cds3955	1	1	16	0	1	32
cds3956	2	3	0	9	8	27
cds3957	1	0	0	0	0	48
cds3958	0	3	43	24	8	39
cds3959	0	1	0	12	0	22
cds396	12	23	103	20	40	96
cds3960	19	36	594	433	92	1367
cds3961	8	1	0	14	7	48
cds3962	2	3	15	7	5	46
cds3963	1	2	33	2	0	17
cds3964	9	10	78	13	25	55
cds3965	41	32	29	27	77	99
cds3966	18	22	69	19	42	92
cds3967	11	15	112	17	36	91
cds3968	44	18	207	46	32	103
cds3969	17	28	10	54	42	88
cds397	11	11	277	93	24	180
cds3970	170	198	1275	1174	463	2971
cds3971	9	14	105	68	21	169
cds3972	100	97	29	149	192	294
cds3973	14	6	2	13	15	73
cds3974	69	44	2641	2829	59	4980
cds3975	2	1	0	0	5	15
cds3976	4	6	21	13	10	1
cds3977	3	2	48	10	4	45
cds3978	0	0	0	4	0	0
cds3979	874	755	535	195	1385	1029
cds398	9	13	54	25	21	88
cds3980	9	3	215	103	18	124
cds3981	6	24	43	26	47	162
cds3982	34	48	153	91	94	256
cds3983	6	11	38	33	20	108
cds3984	2	1	53	3	11	75
cds3985	138	103	14	18	163	76
cds3986	0	1	42	0	0	108
cds3987	0	1	48	74	12	245
cds3988	0	0	63	57	2	698
cds3989	142	131	128	64	313	230
cds399	13	5	16	7	3	41
cds3990	4	1	0	4	6	28
cds3991	11	7	35	20	41	105
cds3992	325	274	396	412	440	1203
cds3993	236	227	304	68	755	550
cds3994	43	40	97	101	81	268
cds3995	553	663	6789	3386	927	11753
cds3996	16	36	159	67	41	233
cds3997	10	14	69	5	31	131
cds3998	10	11	116	35	29	64
cds3999	2	0	517	555	1	2340
cds4	61	36	67	27	96	166
cds40	0	0	25	9	1	13
cds400	44	28	86	0	49	93
cds4000	2	8	69	14	22	46
cds4001	12	11	50	22	31	132
cds4002	0	2	22	22	10	12
cds4003	230	191	362	143	390	791
cds4004	100	72	51	62	117	216
cds4005	60	103	408	251	145	414
cds4006	6	7	4	52	11	74
cds4007	5	4	62	54	13	204
cds4008	0	0	6	13	0	64
cds4009	103	117	337	281	287	641
cds401	254	199	51	16	482	156
cds4010	18	15	31	20	46	18
cds4011	432	498	111	61	786	247
cds4012	16	9	175	71	36	318
cds4013	11	4	47	34	13	71
cds4014	2	4	0	0	7	22
cds4015	3	0	27	0	4	9
cds4016	14	10	41	30	21	57
cds4017	9	20	37	3	23	50
cds4018	14	3	136	56	28	117
cds4019	0	0	0	0	0	11
cds402	182	126	48	88	268	131
cds4020	0	0	20	5	0	47
cds4021	5	5	166	256	12	691
cds4022	27	47	115	102	72	234
cds4023	0	0	0	0	2	7
cds4024	0	5	39	20	5	44
cds4025	44	39	205	170	54	182
cds4026	21	13	317	169	28	301
cds4027	37	21	180	29	112	167
cds4028	2311	1904	1989	812	3793	1709
cds4029	229	159	283	298	286	767
cds403	13	0	25	0	12	21
cds4030	23	10	22	17	64	124
cds4031	69	88	168	205	103	667
cds4032	49	80	361	274	138	381
cds4033	2	9	53	50	14	82
cds4034	9	10	61	18	22	106
cds4035	33	18	219	43	41	66
cds4036	76	38	79	15	74	84
cds4037	15	13	41	80	20	38
cds4038	4	0	0	6	3	11
cds4039	2	8	31	12	4	12
cds404	143	197	675	260	231	673
cds4040	1	2	55	2	9	4
cds4041	2	5	38	0	9	34
cds4042	18	12	119	115	26	352
cds4043	3	4	41	8	6	15
cds4044	4	0	0	0	2	1
cds4045	12	11	56	22	10	5
cds4046	13	14	48	121	33	51
cds4047	31	36	522	362	84	388
cds4048	0	0	0	12	0	17
cds4049	0	0	0	4	0	13
cds405	67	66	212	39	153	529
cds4050	0	2	0	1	3	60
cds4051	6	4	14	28	8	32
cds4052	0	0	0	5	0	10
cds4053	2	0	0	44	1	40
cds4054	25	36	326	63	49	248
cds4055	30	28	95	35	72	155
cds4056	52	48	148	159	61	349
cds4057	4	5	53	13	19	23
cds4058	6	2	25	28	7	117
cds4059	0	7	88	62	12	357
cds406	48	40	173	96	107	479
cds4060	1505	1302	470	188	1436	825
cds4061	0	0	19	9	0	36
cds4062	267	322	896	176	597	915
cds4063	76	60	241	98	223	505
cds4064	2	0	44	54	12	156
cds4065	1	6	55	29	6	69
cds4066	39	44	200	51	60	448
cds4067	0	0	174	57	2	382
cds4068	2	6	94	31	4	43
cds4069	1	3	13	1	8	17
cds407	29	19	15	21	50	90
cds4070	9	15	6	17	12	39
cds4071	12	13	21	107	30	95
cds4072	9	9	57	34	15	82
cds4073	2	3	0	5	8	27
cds4074	8	23	59	55	26	71
cds4075	3	1	22	18	2	31
cds4076	3	0	26	32	6	61
cds4077	19	14	161	47	17	64
cds4078	21	33	120	83	32	118
cds4079	4	2	17	32	10	81
cds408	37	49	74	46	100	137
cds4080	44	63	266	150	81	593
cds4081	0	4	0	8	19	28
cds4082	3	5	3	0	21	0
cds4083	7	9	44	11	36	47
cds4084	24	7	73	15	27	62
cds4085	410	322	888	330	873	1106
cds4086	18	6	0	3	48	14
cds4087	21	10	0	19	61	76
cds4088	27	37	42	13	63	61
cds4089	11	17	35	25	25	26
cds409	27	24	46	26	47	94
cds4090	73	62	196	94	165	577
cds4091	9	5	14	42	11	79
cds4092	24	28	41	18	48	94
cds4093	360	335	223	351	387	422
cds4094	28	25	0	14	68	50
cds4095	14	7	8	11	12	45
cds4096	0	0	0	17	1	0
cds4097	0	0	0	0	3	16
cds4098	5	1	113	36	15	57
cds4099	27	18	92	27	28	171
cds41	12	7	0	3	13	8
cds410	10	19	39	38	47	146
cds4100	0	0	60	2	5	20
cds4101	0	0	0	14	4	55
cds4102	2	5	49	28	10	37
cds4103	0	2	34	5	3	28
cds4104	4	8	16	19	31	56
cds4105	46	42	100	20	119	148
cds4106	66	56	71	22	131	65
cds4107	52	54	99	20	98	61
cds4108	5	6	114	55	21	126
cds4109	0	0	0	0	0	0
cds411	13	12	244	100	27	340
cds4110	0	0	0	7	0	0
cds4111	0	0	0	0	0	0
cds4112	0	0	0	6	1	22
cds4113	0	0	0	8	0	35
cds4114	0	0	42	9	0	18
cds4115	0	0	27	0	0	0
cds4116	0	0	29	0	0	0
cds4117	0	0	0	15	0	16
cds4118	0	0	0	14	0	31
cds4119	0	0	0	0	0	0
cds412	14	24	16	27	83	126
cds4120	0	0	0	0	0	3
cds4121	1	0	89	16	0	25
cds4122	0	0	19	10	0	12
cds4123	0	0	13	1	0	15
cds4124	0	0	0	0	0	1
cds4125	0	0	0	0	0	11
cds4126	0	1	0	0	0	9
cds4127	0	1	0	7	1	18
cds4128	0	1	15	19	2	59
cds4129	0	2	0	0	0	9
cds413	45	41	26	44	105	100
cds4130	37	25	695	326	54	483
cds4131	2	2	30	0	26	66
cds4132	3	1	0	8	3	25
cds4133	1	3	0	0	7	13
cds4134	1	3	21	20	11	40
cds4135	0	0	0	0	0	0
cds4136	3	0	24	24	0	26
cds4137	0	0	0	4	0	6
cds4138	0	0	0	7	0	23
cds4139	0	0	27	11	0	1
cds414	28	46	382	292	102	361
cds4140	4	2	36	18	0	26
cds4141	19	8	98	100	45	162
cds4142	0	0	0	0	0	8
cds4143	0	0	0	0	0	0
cds4144	0	0	0	0	0	0
cds4145	0	0	23	16	0	5
cds4146	0	0	0	0	0	15
cds4147	0	2	32	5	2	14
cds4148	22	15	354	140	30	245
cds4149	11	1	41	26	10	25
cds415	0	0	0	0	2	0
cds4150	16	23	87	31	44	188
cds4151	46	34	65	109	89	242
cds4152	300	332	1741	615	475	1444
cds4153	0	1	9	4	1	3
cds4154	131	113	770	369	296	692
cds4155	12	20	39	66	66	169
cds4156	12	27	203	128	68	323
cds4157	54	70	87	47	112	159
cds4158	6	12	21	48	23	169
cds4159	7	15	52	86	19	175
cds416	0	0	0	0	1	1
cds4160	2	3	11	16	0	9
cds4161	13	10	255	139	11	268
cds4162	5	1	50	40	3	72
cds4163	1	1	6	65	2	102
cds4164	0	0	0	0	2	10
cds4165	1	0	30	19	4	95
cds4166	7	4	84	200	26	1711
cds4167	0	0	9	7	0	34
cds4168	0	0	34	96	1	131
cds4169	0	0	114	150	1	1051
cds417	0	3	0	4	5	80
cds4170	0	0	0	43	0	309
cds4171	1	3	38	85	1	137
cds4172	0	0	73	217	1	334
cds4173	0	0	31	88	0	76
cds4174	0	0	14	0	0	6
cds4175	0	0	28	24	0	20
cds4176	0	0	45	25	2	38
cds4177	2	7	83	97	7	210
cds4178	3	0	55	14	3	118
cds4179	2	2	0	5	2	53
cds418	1	0	0	10	0	12
cds4180	1	1	26	8	1	52
cds4181	5	1	8	8	7	5
cds4182	1	0	0	3	0	31
cds4183	0	5	56	17	14	111
cds4184	0	0	0	0	0	7
cds4185	1	0	23	0	1	10
cds4186	9	13	124	53	20	113
cds4187	15	3	24	21	20	45
cds4188	0	2	0	0	2	1
cds4189	0	3	0	0	2	0
cds419	4	5	91	8	2	125
cds4190	0	0	0	4	2	6
cds4191	7	10	83	85	20	115
cds4192	4	1	39	8	6	61
cds4193	1	1	0	0	2	19
cds4194	3	5	109	25	14	117
cds4195	3	3	59	38	8	98
cds4196	0	3	17	17	2	62
cds4197	0	0	28	0	0	10
cds4198	3	0	0	11	5	18
cds4199	0	0	7	1	0	0
cds42	0	0	0	15	0	2
cds420	0	0	0	0	1	15
cds4200	0	0	0	0	0	9
cds4201	0	0	0	3	0	4
cds4202	0	0	0	0	0	36
cds4203	1	1	38	24	0	41
cds4204	0	0	97	39	3	176
cds4205	0	0	71	3	0	52
cds4206	0	0	85	64	0	197
cds4207	0	0	0	0	0	17
cds4208	4	1	35	4	1	11
cds4209	0	0	0	5	0	20
cds421	5	6	27	18	14	33
cds4210	0	0	0	0	0	10
cds4211	2	2	0	0	1	3
cds4212	0	0	0	0	2	3
cds4213	3	1	25	18	8	29
cds4214	1	0	40	0	2	22
cds4215	2	5	16	4	3	17
cds4216	3	3	9	20	8	34
cds4217	0	0	0	4	0	16
cds4218	0	0	0	20	2	43
cds4219	5	21	15	92	28	221
cds422	4	4	0	4	8	58
cds4220	2	1	0	3	2	35
cds4221	6	3	32	26	6	78
cds4222	9	8	172	147	9	191
cds4223	1	0	35	32	5	191
cds4224	0	1	46	44	1	88
cds4225	0	0	0	0	0	8
cds4226	3	0	35	0	0	0
cds4227	2	0	2	13	3	18
cds4228	0	0	0	0	3	1
cds4229	3	5	30	41	7	39
cds423	20	26	261	112	65	380
cds4230	0	8	149	82	11	209
cds4231	0	0	175	248	2	610
cds4232	58	62	191	167	146	397
cds4233	4	7	44	13	24	108
cds4234	48	38	21	75	57	105
cds4235	5	1	7	11	0	12
cds4236	0	0	0	0	0	15
cds4237	8	8	41	35	18	28
cds4238	22	17	33	16	39	67
cds4239	15	24	41	20	39	28
cds424	23	28	15	45	67	61
cds4240	17	20	35	31	18	64
cds4241	14	5	0	22	16	14
cds4242	15	2	44	3	18	11
cds4243	38	24	68	41	61	75
cds4244	8	2	15	33	5	15
cds4245	0	0	19	0	0	8
cds4246	63	56	79	99	118	134
cds4247	0	0	0	11	3	0
cds4248	2	1	0	0	2	28
cds4249	16	8	37	28	11	65
cds425	29	28	124	88	29	166
cds4250	12	7	27	47	17	58
cds4251	6	6	52	17	10	77
cds4252	7	7	63	44	19	156
cds4253	7	2	0	0	16	29
cds4254	33	27	26	8	47	130
cds4255	11	21	200	29	22	193
cds4256	3	5	0	4	4	13
cds4257	34	7	54	23	45	65
cds4258	65	15	418	208	80	170
cds4259	0	0	0	13	1	2
cds426	15	49	267	168	92	748
cds4260	2	0	0	0	18	0
cds4261	50	8	117	10	82	31
cds4262	55	8	83	53	57	45
cds4263	95	25	188	30	150	20
cds4264	284	64	137	42	421	64
cds4265	102	43	137	5	208	96
cds4266	8	7	0	0	21	15
cds4267	19	10	10	2	25	121
cds4268	5	0	0	0	1	0
cds4269	8	2	12	5	4	4
cds427	0	0	60	69	0	286
cds4270	96	32	21	10	117	55
cds4271	877	207	424	125	1367	219
cds4272	613	166	338	105	926	201
cds4273	90	18	14	6	165	65
cds4274	23	3	36	0	50	6
cds4275	96	33	80	0	148	0
cds4276	122	23	164	23	275	41
cds4277	318	80	337	4	387	51
cds4278	56	17	37	13	113	67
cds4279	12	10	96	24	20	108
cds428	1	0	151	211	3	694
cds4280	4	6	83	60	19	52
cds4281	4	5	13	26	6	35
cds4282	4	3	6	26	2	78
cds4283	1	3	111	47	9	100
cds4284	0	0	35	34	0	56
cds4285	11	7	127	62	47	261
cds4286	0	0	19	15	0	3
cds4287	151	153	655	780	253	837
cds4288	1	4	27	3	13	91
cds4289	5	0	65	41	8	62
cds429	4	1	691	544	26	3847
cds4290	34	35	90	151	60	388
cds4291	16	17	70	67	25	197
cds4292	0	1	25	4	2	60
cds4293	0	2	46	94	0	128
cds4294	3	0	14	56	1	109
cds4295	1	0	0	14	0	17
cds4296	0	1	29	17	1	27
cds4297	0	0	60	26	3	40
cds4298	1	5	87	60	5	235
cds4299	19	23	151	220	56	545
cds43	2	1	0	35	11	55
cds430	16	12	1531	1935	38	7197
cds4300	0	3	172	92	5	332
cds4301	2	8	113	21	16	301
cds4302	39	8	194	50	50	273
cds4303	10	9	31	6	7	0
cds4304	12	7	43	12	12	2
cds431	44	42	7511	10369	60	26046
cds432	2453	2216	192	179	3478	1543
cds433	840	719	57	14	1014	251
cds434	592	558	183	112	918	431
cds435	15	20	0	2	106	27
cds436	25	22	41	11	80	113
cds437	62	71	129	93	161	272
cds438	4	10	0	0	21	10
cds439	95	68	213	53	158	503
cds44	29	40	45	39	54	100
cds440	6	8	39	18	19	43
cds441	2	2	0	40	2	180
cds442	0	0	0	19	0	2
cds443	139	123	671	213	238	371
cds444	9	22	125	37	32	107
cds445	72	83	224	191	173	371
cds446	0	3	85	42	9	186
cds447	5	1	18	11	10	68
cds448	0	2	39	19	1	18
cds449	0	5	32	7	6	22
cds45	50	36	40	16	108	78
cds450	1	1	10	23	16	113
cds451	25	24	69	13	58	93
cds452	4	7	62	43	12	83
cds453	0	1	35	41	2	155
cds454	174	166	120	117	449	748
cds455	1877	1759	798	509	2611	2559
cds456	551	486	213	157	736	791
cds457	334	233	233	68	460	218
cds458	9	4	34	7	20	60
cds459	2	5	53	10	5	18
cds46	241	208	242	128	442	313
cds460	0	0	0	0	0	3
cds461	2	2	0	0	17	28
cds462	5	4	33	13	2	16
cds463	1	2	16	0	7	5
cds464	1	5	4	9	9	8
cds465	0	0	0	0	3	15
cds466	15	24	81	20	25	93
cds467	303	235	433	225	555	834
cds468	22	45	0	9	63	74
cds469	15	11	0	6	17	9
cds47	14	14	17	5	39	73
cds470	4	3	0	4	9	7
cds471	0	1	33	9	2	18
cds472	11	10	38	49	25	53
cds473	3476	3083	7398	4300	8142	7770
cds474	497	355	532	137	809	363
cds475	63	72	81	81	132	354
cds476	24	21	0	46	32	47
cds477	43	41	407	56	104	521
cds478	7	9	19	17	34	66
cds479	2	5	68	8	23	138
cds48	21	17	92	24	36	62
cds480	2	7	17	61	19	117
cds481	369	344	229	164	533	665
cds482	1	2	16	7	16	49
cds483	61	43	199	140	115	515
cds484	68	84	431	169	139	913
cds485	66	48	21	3	143	56
cds486	435	378	977	1201	708	2581
cds487	3	9	43	13	12	68
cds488	3	7	10	19	10	109
cds489	34	39	144	465	119	1441
cds49	46	44	270	69	117	171
cds490	81	56	152	59	189	300
cds491	152	136	412	313	267	1278
cds492	150	125	529	540	299	1451
cds493	29	41	79	65	58	359
cds494	21	29	127	144	55	300
cds495	81	34	152	270	108	280
cds496	72	62	398	471	113	1064
cds497	19	19	39	42	11	186
cds498	0	3	0	20	15	117
cds499	1	0	180	26	4	164
cds5	100	89	284	58	187	291
cds50	28	49	35	18	95	28
cds500	0	2	0	0	1	5
cds501	10	12	137	25	42	122
cds502	188	205	1240	480	458	1241
cds503	20	9	55	8	36	109
cds504	7	11	120	103	37	99
cds505	322	316	2580	1978	467	3808
cds506	2	0	0	12	0	34
cds507	7	5	42	45	25	69
cds508	15	32	179	120	56	540
cds509	54	47	133	105	126	625
cds51	37	49	105	10	73	35
cds510	66	87	316	151	147	564
cds511	1	2	0	0	5	30
cds512	1	5	0	3	6	43
cds513	0	3	2	6	5	79
cds514	571	450	325	88	1022	444
cds515	9529	8439	2055	602	14379	3527
cds516	489	489	906	673	1049	2510
cds517	26	41	93	30	105	233
cds518	6	8	49	19	21	101
cds519	16	19	0	0	30	33
cds52	56	66	17	6	117	17
cds520	164	148	134	74	275	281
cds521	42	40	121	59	95	134
cds522	8	7	0	6	13	2
cds523	67	55	664	264	93	777
cds524	39	19	102	44	46	71
cds525	5	4	22	29	18	19
cds526	10	6	0	6	15	14
cds527	7	18	50	21	35	18
cds528	34	45	128	71	75	198
cds529	8	7	22	0	18	8
cds53	7	0	7	5	2	28
cds530	115	129	912	529	307	674
cds531	39	18	107	48	43	173
cds532	1	2	16	7	2	25
cds533	0	4	159	18	6	152
cds534	33	29	135	114	115	377
cds535	28	20	271	219	86	410
cds536	40	43	102	43	123	290
cds537	1	5	2	19	6	42
cds538	53	70	75	54	193	335
cds539	109	73	154	96	99	166
cds54	8	8	44	37	17	49
cds540	45	54	35	21	45	70
cds541	2	1	0	2	1	36
cds542	16	40	129	76	47	180
cds543	0	3	0	24	6	44
cds544	1	0	0	26	3	55
cds545	8	3	34	41	17	116
cds546	12	17	0	47	40	184
cds547	8	12	22	31	17	115
cds548	20	19	46	35	25	182
cds549	27	37	249	170	48	406
cds55	118	160	686	240	259	1228
cds550	1	3	0	7	3	57
cds551	10	5	0	27	13	57
cds552	10	20	90	112	32	270
cds553	8	13	21	67	16	222
cds554	5	3	44	27	7	56
cds555	163	152	120	46	346	228
cds556	0	0	0	51	2	154
cds557	4	8	64	64	12	106
cds558	17	10	112	257	24	704
cds559	1	1	29	60	7	222
cds56	0	0	0	0	0	0
cds560	70	69	147	167	141	537
cds561	5	3	42	3	5	2
cds562	18	15	193	77	46	144
cds563	0	0	26	0	9	8
cds564	2	7	32	4	6	15
cds565	262	203	68	70	429	310
cds566	5	13	35	47	5	135
cds567	38	90	222	90	123	412
cds568	9	7	0	7	20	42
cds569	2	15	101	158	9	286
cds57	257	230	598	197	399	1041
cds570	146	124	234	74	190	314
cds571	4	7	27	61	23	275
cds572	4	0	0	13	0	59
cds573	1	0	29	8	0	83
cds574	0	1	76	61	3	570
cds575	0	2	48	43	3	67
cds576	26	27	0	0	55	20
cds577	1	1	0	0	1	0
cds578	304	264	42	20	412	87
cds579	0	1	26	0	0	8
cds58	114	94	44	16	151	143
cds580	3	2	68	40	3	66
cds581	2	1	0	10	3	38
cds582	3	5	0	1	6	0
cds583	0	0	0	0	0	12
cds584	5	5	31	21	11	109
cds585	0	6	13	3	4	16
cds586	6	8	0	29	18	104
cds587	12	25	144	101	60	236
cds588	3	14	69	87	26	363
cds589	21	30	193	300	31	1727
cds59	26	18	185	63	50	176
cds590	420	433	514	339	1321	733
cds591	5786	4620	413	326	11095	1362
cds592	7	3	60	47	4	107
cds593	0	2	239	290	1	381
cds594	139	144	167	90	290	275
cds595	137	124	243	139	285	719
cds596	62	61	79	15	68	73
cds597	60	53	151	41	136	315
cds598	14	19	8	3	22	17
cds599	641	722	3175	956	937	1918
cds6	49	49	15	38	106	137
cds60	0	0	0	0	1	5
cds600	46	46	200	109	92	138
cds601	3	4	0	8	8	14
cds602	21	15	79	43	48	140
cds603	6	10	0	15	10	91
cds604	53	49	30	119	111	370
cds605	0	0	0	0	1	0
cds606	0	0	0	0	0	32
cds607	98	76	579	253	271	637
cds608	85	89	144	74	300	295
cds609	232	193	124	73	318	290
cds61	0	0	0	0	0	0
cds610	0	0	24	0	0	0
cds611	0	0	0	0	0	0
cds612	0	0	20	11	0	12
cds613	0	0	0	4	0	17
cds614	6	3	45	16	15	43
cds615	11	33	67	43	66	195
cds616	3	2	0	0	8	1
cds617	2	0	0	10	2	10
cds618	9	22	50	10	38	114
cds619	101	139	301	206	214	422
cds62	78	86	45	128	109	459
cds620	37	28	84	68	80	107
cds621	13	8	15	13	17	57
cds622	88	116	555	327	220	1700
cds623	16	12	58	10	35	153
cds624	310	251	85	78	451	332
cds625	9	4	32	10	45	113
cds626	8	1	30	1	17	57
cds627	0	0	0	0	3	24
cds628	0	0	78	209	1	221
cds629	0	0	15	22	4	38
cds63	51	61	9	37	115	136
cds630	17	12	38	64	41	166
cds631	11	12	20	28	27	57
cds632	481	450	236	191	1003	626
cds633	14	13	26	0	18	62
cds634	19	17	0	36	24	110
cds635	14	11	35	2	23	34
cds636	13	7	54	44	16	55
cds637	7	0	44	30	9	64
cds638	0	2	24	2	0	2
cds639	66	67	211	151	208	584
cds64	130	144	113	173	269	498
cds640	4	3	0	3	8	38
cds641	23	37	100	20	54	65
cds642	0	1	23	4	1	30
cds643	85	243	1222	1299	422	3084
cds644	2	0	0	0	6	21
cds645	25	39	118	73	87	238
cds646	41	30	107	17	52	116
cds647	4	9	29	20	31	99
cds648	9	14	20	12	24	54
cds649	39	36	149	180	58	212
cds65	300	262	1176	1144	439	5473
cds650	69	101	728	264	217	735
cds651	3	4	0	2	8	28
cds652	23	30	94	53	62	143
cds653	685	425	832	776	943	1182
cds654	4	12	134	77	5	204
cds655	6	21	55	51	12	94
cds656	7	13	16	37	22	116
cds657	6	5	10	15	7	28
cds658	0	1	0	16	4	23
cds659	10	6	153	108	16	157
cds66	122	121	213	316	206	692
cds660	8	3	44	40	20	172
cds661	193	149	341	217	400	785
cds662	17	13	9	28	45	99
cds663	48	33	85	65	68	274
cds664	0	0	0	0	0	0
cds665	0	0	0	2	0	5
cds666	11	21	119	26	56	172
cds667	134	170	1570	750	363	2179
cds668	184	97	843	312	336	1121
cds669	16	16	125	46	50	248
cds67	249	183	260	240	510	509
cds670	34	26	24	12	54	73
cds671	5	1	0	29	3	75
cds672	0	0	51	57	2	80
cds673	0	1	0	0	0	19
cds674	58	54	466	224	151	1298
cds675	0	1	7	6	1	39
cds676	1	6	21	4	27	24
cds677	1	6	38	11	8	35
cds678	47	8	222	40	157	305
cds679	0	0	0	3	2	13
cds68	1	0	20	2	0	54
cds680	0	0	23	0	0	8
cds681	6	23	21	21	14	104
cds682	52	117	259	143	238	686
cds683	8	28	26	49	29	71
cds684	0	1	75	32	16	89
cds685	14	12	61	74	69	157
cds686	14	11	20	20	42	77
cds687	6	7	40	44	19	83
cds688	7	4	0	32	5	2
cds689	4	0	0	0	2	23
cds69	157	157	1015	1241	300	3368
cds690	81	59	572	240	179	595
cds691	54	59	26	77	138	266
cds692	376	353	273	388	719	396
cds693	15	8	16	26	34	50
cds694	23	31	0	0	69	53
cds695	413	298	175	72	631	222
cds696	17	14	0	1	50	41
cds697	17	11	0	0	30	8
cds698	47	53	144	27	77	117
cds699	1	9	0	14	4	33
cds7	0	1	12	15	15	17
cds70	8	7	0	18	25	56
cds700	19	19	116	129	50	570
cds701	6	15	159	123	41	542
cds702	23	16	0	19	79	29
cds703	19	10	80	14	24	71
cds704	129	135	120	106	156	183
cds705	54	52	61	63	85	168
cds706	329	261	314	234	627	535
cds707	10	5	18	40	12	67
cds708	8	11	0	23	11	30
cds709	70	64	52	25	142	50
cds71	1	2	28	2	2	10
cds710	3	4	40	0	8	53
cds711	8	8	0	19	31	6
cds712	247	127	77	170	401	797
cds713	11	12	0	2	8	80
cds714	4	3	0	0	10	0
cds715	2	5	5	15	12	66
cds716	90	60	463	250	132	719
cds717	2	8	29	11	15	60
cds718	7	3	45	48	21	209
cds719	18	15	87	39	24	221
cds72	9	17	23	29	38	54
cds720	71	57	55	112	123	381
cds721	142	120	68	56	312	147
cds722	237	235	208	87	311	202
cds723	5596	5347	2251	686	9954	3689
cds724	202	248	220	68	443	434
cds725	62	72	41	36	139	56
cds726	171	147	188	56	436	338
cds727	1036	1108	1260	288	2474	1643
cds728	961	1179	2407	658	3053	3594
cds729	34	30	15	15	65	52
cds73	37	42	29	65	92	268
cds730	49	45	85	21	77	48
cds731	166	136	131	55	131	126
cds732	475	405	993	404	614	1222
cds733	0	1	0	5	5	34
cds734	0	0	0	0	0	0
cds735	33	38	70	26	137	296
cds736	0	1	37	6	0	0
cds737	46	74	89	59	129	212
cds738	0	0	0	0	1	6
cds739	6	12	239	152	36	525
cds74	1	1	0	7	8	10
cds740	65	92	1372	950	180	2770
cds741	443	336	1149	580	551	2739
cds742	2	10	20	1	18	17
cds743	52	33	60	42	85	176
cds744	8	6	96	11	17	44
cds745	10	4	147	76	17	238
cds746	239	170	931	300	444	794
cds747	83	97	992	631	228	1955
cds748	0	0	0	0	0	0
cds749	1	5	55	63	7	197
cds75	10	12	137	82	18	420
cds750	1	1	51	38	5	141
cds751	1	4	83	64	3	172
cds752	68	62	0	41	144	132
cds753	12	17	37	55	62	213
cds754	6	0	0	4	0	1
cds755	3	4	10	25	9	63
cds756	1	8	67	73	19	150
cds757	180	167	1006	860	411	3180
cds758	0	1	15	3	8	50
cds759	7	8	164	42	18	112
cds76	32	39	255	280	104	1000
cds760	0	0	0	0	0	4
cds761	228	175	723	190	375	563
cds762	33	23	132	19	57	63
cds763	0	0	0	0	0	28
cds764	41	46	21	21	69	167
cds765	1	4	5	14	2	2
cds766	0	3	0	5	2	0
cds767	2	4	0	8	11	20
cds768	14	13	67	19	31	90
cds769	5	6	52	5	16	52
cds77	2	0	71	99	7	262
cds770	1	9	0	0	5	17
cds771	64	88	140	139	76	755
cds772	6	10	21	32	19	98
cds773	10	8	55	81	38	244
cds774	3	6	67	26	6	47
cds775	56	59	219	139	106	422
cds776	17	20	145	54	34	161
cds777	6	3	0	0	4	15
cds778	0	2	46	20	7	59
cds779	0	0	0	2	3	41
cds78	0	0	50	27	0	91
cds780	2	2	25	4	9	13
cds781	4	8	35	26	24	64
cds782	7	12	60	15	21	116
cds783	53	53	116	34	93	202
cds784	6	6	12	17	20	33
cds785	8	6	32	14	44	28
cds786	0	0	0	0	0	11
cds787	5	6	63	9	20	84
cds788	165	112	177	52	315	267
cds789	24	29	4	13	68	133
cds79	16	19	243	186	17	578
cds790	68	53	130	100	140	462
cds791	53	68	178	70	146	223
cds792	121	116	385	164	319	688
cds793	12	4	51	0	13	28
cds794	100	154	1850	1325	541	2966
cds795	55	41	20	2	106	122
cds796	2	10	21	2	11	106
cds797	8	7	11	0	16	27
cds798	21	39	153	227	111	403
cds799	0	0	15	21	0	8
cds8	1	2	0	30	3	42
cds80	7	7	18	32	15	191
cds800	0	0	0	0	0	0
cds801	6	5	0	0	12	17
cds802	167	102	37	8	296	102
cds803	25	20	0	0	98	8
cds804	93	72	13	7	184	82
cds805	130	100	54	0	229	66
