	L176_col_1	L176_vitro_1	L176_vitro_2	L176_vitro_3	L176_col_2	L176_col_3
cds3904	434	154	89	42	258	168
cds3905	7	11	7	1	11	0
cds3906	0	14	11	1	10	29
cds3907	0	9	0	0	5	1
cds3908	13	14	3	0	17	11
cds3909	27	22	8	9	7	13
cds391	120	3418	3804	1828	118	221
cds3910	20	13	10	1	12	16
cds3911	41	33	14	18	21	38
cds3912	11	8	1	1	4	11
cds3913	0	8	6	3	0	2
cds3914	33	56	23	9	12	18
cds3915	117	121	120	43	95	76
cds3916	190	315	218	87	139	211
cds3917	93	179	117	73	68	113
cds3918	36	28	39	27	26	47
cds3919	47	31	23	17	10	39
cds392	89	244	223	110	76	96
cds3920	6	43	11	16	8	0
cds3921	10	54	31	18	3	1
cds3922	27	22	16	20	16	32
cds3923	75	53	48	38	90	49
cds3924	19	15	9	7	12	18
cds3925	10	11	13	15	13	9
cds3926	4	45	10	7	0	0
cds3927	32	19	26	21	25	14
cds3928	2	0	0	1	0	12
cds3929	5	6	4	0	0	1
cds393	142	259	154	104	126	97
cds3930	0	18	16	9	0	0
cds3931	46	65	11	34	16	28
cds3932	71	608	485	295	51	52
cds3933	21	48	27	13	9	32
cds3934	287	1330	1155	591	264	378
cds3935	24	37	13	14	6	12
cds3936	215	129	63	67	229	242
cds3937	13	29	12	5	17	6
cds3938	127	464	328	113	126	156
cds3939	269	767	586	186	173	196
cds394	93	180	94	76	48	111
cds3940	124	437	415	194	86	113
cds3941	178	95	65	26	64	103
cds3942	606	2538	2096	956	321	351
cds3943	136	120	83	37	226	263
cds3944	14	187	187	114	15	26
cds3945	297	172	142	69	377	309
cds3946	44	40	20	15	21	33
cds3947	119	47	22	16	116	116
cds3948	281	53	46	14	270	233
cds3949	17	86	105	49	32	72
cds395	76	99	43	38	77	85
cds3950	50	148	99	35	68	67
cds3951	998	13699	11046	4491	541	1078
cds3952	5	26	12	11	13	4
cds3953	11	86	71	32	52	103
cds3954	10	90	106	49	13	18
cds3955	128	93	252	306	109	107
cds3956	0	0	0	0	0	0
cds3957	13	2864	3375	1575	38	102
cds3958	23	2617	3062	1807	53	120
cds3959	1273	41412	45032	17331	647	1392
cds396	13	22	25	18	35	15
cds3960	5	56	90	49	0	3
cds3961	11	8	8	3	38	47
cds3962	35	159	141	111	33	61
cds3963	181	104	33	26	318	324
cds3964	31	60	10	10	53	27
cds3965	59	350	318	188	82	92
cds3966	179	310	112	64	72	142
cds3967	194	669	507	221	176	213
cds3968	34	24	22	4	10	7
cds3969	34	130	113	52	16	14
cds397	30	808	817	363	36	42
cds3970	22	93	33	15	7	29
cds3971	53	11428	12975	6784	65	122
cds3972	84	11445	12698	8332	44	107
cds3973	101	4853	5355	3881	25	115
cds3974	405	15083	17256	11422	298	969
cds3975	76	2987	2952	2305	75	303
cds3976	9	1897	2194	1146	8	11
cds3977	46	10882	11391	6934	29	26
cds3978	54	6054	6738	3961	19	77
cds3979	28	3099	3726	1993	10	21
cds398	0	133	159	115	2	1
cds3980	45	2498	2728	1979	7	41
cds3981	183	7051	8811	5233	110	453
cds3982	128	3865	4622	1416	151	428
cds3983	33	2939	3291	1904	80	159
cds3984	73	1956	2061	1177	58	130
cds3985	177	4761	4931	2847	121	274
cds3986	187	4897	5330	3624	168	557
cds3987	51	1188	1346	697	37	135
cds3988	71	1266	1568	675	60	59
cds3989	13	369	448	191	1	7
cds399	23	507	491	296	4	13
cds3990	29	1346	1576	644	35	69
cds3991	64	3315	3923	1678	45	86
cds3992	12	2040	2941	1388	0	29
cds3993	59	1193	1839	822	50	58
cds3994	23	895	1030	444	13	26
cds3995	129	9227	12493	4614	95	147
cds3996	489	15925	20063	7451	415	1088
cds3997	64	2428	2968	1400	35	163
cds3998	149	4025	5442	3006	75	274
cds3999	35	969	1093	669	19	192
cds4	275	5	26	11	679	181
cds40	2962	1570	409	430	3459	3306
cds400	95	1575	1133	486	58	198
cds4000	173	300	215	157	242	256
cds4001	62	34	29	20	56	80
cds4002	257	424	328	278	134	201
cds4003	69	207	209	137	54	62
cds4004	7	11	4	0	4	12
cds4005	85	26	15	11	92	126
cds4006	257	5766	6493	3340	148	299
cds4007	555	2055	2290	1264	579	790
cds4008	11	42	25	8	9	15
cds4009	13	9	11	1	1	25
cds401	861	275	131	71	597	719
cds4010	95	122	64	30	47	63
cds4011	63	37	16	15	27	70
cds4012	29	52	45	12	1	9
cds4013	72	123	29	25	59	75
cds4014	42	68	24	8	28	53
cds4015	148	228	115	62	127	149
cds4016	344	796	516	274	171	262
cds4017	249	883	795	442	323	382
cds4018	5179	19163	11236	5261	5457	9208
cds4019	100	143	67	24	112	74
cds402	115	463	305	178	89	90
cds4020	133	1150	1222	762	55	57
cds4021	264	1620	1735	1223	245	413
cds4022	92	85	96	50	102	107
cds4023	134	204	146	60	130	131
cds4024	172	259	164	97	144	196
cds4025	51	101	11	28	76	50
cds4026	1	11	4	3	15	9
cds4027	1757	9901	9166	7598	792	1381
cds4028	38	160	99	52	51	41
cds4029	1898	1701	1577	733	1463	1215
cds403	88	811	817	434	107	137
cds4030	795	1273	996	554	777	720
cds4031	456	862	865	377	367	532
cds4032	33	65	28	16	77	50
cds4033	96	350	374	284	109	82
cds4034	0	26	19	20	0	0
cds4035	6	21	16	15	2	1
cds4036	19	255	270	202	33	39
cds4037	8	186	226	151	10	15
cds4038	11	223	235	182	0	13
cds4039	13	174	213	149	6	13
cds404	659	879	625	417	293	373
cds4040	376	1241	952	367	335	327
cds4041	728	500	162	155	585	505
cds4042	73	118	50	22	27	53
cds4043	859	3216	2067	986	664	819
cds4044	54	260	184	108	28	96
cds4045	1	45	33	14	2	1
cds4046	4	187	109	40	8	5
cds4047	32	67	61	20	40	46
cds4048	32	229	147	105	53	53
cds4049	28	140	97	54	44	39
cds405	87	1005	881	456	124	187
cds4050	32	30	41	32	18	22
cds4051	42	46	45	33	22	39
cds4052	14	87	85	58	19	32
cds4053	12	55	59	21	7	18
cds4054	5	102	62	37	6	6
cds4055	50	223	171	58	44	96
cds4056	161	1944	1352	591	125	204
cds4057	154	948	650	264	152	247
cds4058	107	910	534	271	70	132
cds4059	351	170	97	55	218	248
cds406	14	247	248	125	33	29
cds4060	1731	13	31	25	2469	1128
cds4061	45	18	1	0	45	54
cds4062	194	896	821	490	98	149
cds4063	285	665	548	248	224	267
cds4064	182	170	93	32	142	196
cds4065	5	22	18	1	21	14
cds4066	36	141	43	19	17	30
cds4067	295	1380	1019	537	182	293
cds4068	72	306	207	123	31	37
cds4069	4	33	51	27	4	11
cds407	2	53	31	33	11	21
cds4070	37	56	43	34	12	31
cds4071	2	11	8	6	0	4
cds4072	16	10	3	2	20	21
cds4073	4	15	6	1	12	9
cds4074	5	12	7	2	6	3
cds4075	10	12	1	0	0	15
cds4076	3	0	0	4	10	3
cds4077	1	3	0	1	5	1
cds4078	1	0	0	0	0	0
cds4079	46	50	31	19	24	36
cds408	12	57	29	28	3	8
cds4080	25	47	34	16	23	36
cds4081	6	9	21	3	22	11
cds4082	0	3	1	5	0	0
cds4083	2	0	0	0	1	0
cds4084	81	1131	899	463	103	97
cds4085	9	117	102	53	1	24
cds4086	2	67	62	33	12	1
cds4087	45	89	67	27	30	37
cds4088	381	958	727	336	267	294
cds4089	26	61	57	24	17	21
cds409	31	87	75	48	19	44
cds4090	178	604	527	209	218	285
cds4091	5	23	4	8	3	6
cds4092	1	9	11	7	0	6
cds4093	0	0	8	0	0	5
cds4094	4	8	19	10	0	9
cds4095	18	4	8	7	23	35
cds4096	0	0	0	0	0	0
cds4097	0	0	0	1	0	0
cds4098	0	0	0	0	2	0
cds4099	3	0	0	0	2	0
cds41	17	5	1	0	48	55
cds410	7	38	14	12	0	5
cds4100	104	64	25	27	67	151
cds4101	130	295	205	92	253	225
cds4102	142	415	222	95	113	186
cds4103	219	74	40	16	239	198
cds4104	48	37	18	21	42	65
cds4105	66	103	70	31	78	102
cds4106	46	188	115	42	60	44
cds4107	13	40	32	31	14	3
cds4108	22	2	0	2	7	12
cds4109	129	20	22	7	184	178
cds411	8	89	66	59	8	19
cds4110	2623	894	612	403	4456	4560
cds4111	472	429	181	129	338	573
cds4112	5	0	0	2	0	5
cds4113	14	10	9	5	10	23
cds4114	20	12	8	6	18	19
cds4115	9	3	3	2	3	18
cds4116	7	2	1	1	0	7
cds4117	13	15	13	9	9	20
cds4118	24	51	18	24	21	22
cds4119	58	120	80	41	40	87
cds412	3	87	72	32	4	10
cds4120	12	48	29	29	21	18
cds413	16	92	84	71	7	24
cds414	8	47	46	36	10	3
cds415	5	52	41	25	10	16
cds416	3	52	49	32	3	16
cds417	322	773	691	381	361	385
cds418	41	581	455	277	44	58
cds419	8	110	89	32	3	15
cds42	7	0	0	4	2	10
cds420	35	130	74	29	19	51
cds421	330	1778	1494	830	306	499
cds422	22	251	312	170	40	78
cds423	150	1859	2178	960	144	239
cds424	61	1164	1221	522	81	62
cds425	99	1270	1252	664	107	179
cds426	39	1078	1069	511	19	50
cds427	35	552	572	291	42	50
cds428	39	212	206	128	18	55
cds429	18	169	269	133	14	21
cds43	25	56	12	6	22	17
cds430	6	422	393	183	6	2
cds431	32	693	688	347	22	21
cds432	34	248	217	101	37	46
cds433	51	559	661	294	40	56
cds434	36	313	276	175	49	65
cds435	9	95	109	38	6	7
cds436	43	615	636	300	51	50
cds437	311	1721	1428	764	224	370
cds438	91	1201	1021	526	61	168
cds439	827	2520	1727	1138	1396	1515
cds44	867	1774	1155	557	747	1031
cds440	365	1897	1591	835	398	440
cds441	32	82	51	39	54	76
cds442	124	882	985	743	124	150
cds443	36	41	33	11	11	45
cds444	208	86	91	29	102	137
cds445	69	282	186	135	61	88
cds446	6	32	32	16	8	29
cds447	94	104	218	122	57	66
cds448	188	499	442	426	239	221
cds449	355	214	179	123	288	338
cds45	89	362	247	154	64	81
cds450	18	14	11	18	13	24
cds451	474	433	231	175	415	401
cds452	29	71	58	47	56	55
cds453	110	265	303	155	29	69
cds454	571	0	6	8	621	700
cds455	1914	3	75	24	1507	1820
cds456	0	5	1	0	0	0
cds457	129	197	144	67	120	197
cds458	26	31	24	6	6	17
cds459	18	37	21	15	1	4
cds46	126	442	406	198	65	97
cds460	0	18	32	12	13	8
cds461	17	81	86	34	43	9
cds462	13	62	63	22	15	9
cds463	310	342	270	181	273	328
cds464	91	181	115	52	121	68
cds465	230	467	432	226	411	348
cds466	636	585	550	367	223	340
cds467	530	565	466	278	377	617
cds468	40	853	772	379	28	58
cds469	124	790	667	365	150	201
cds47	216	396	372	175	235	245
cds470	185	2104	1912	803	169	264
cds471	40	327	208	130	17	48
cds472	308	1254	1294	746	304	426
cds473	8	53	11	8	6	6
cds474	13	50	33	7	3	4
cds475	157	1004	809	513	254	214
cds476	182	844	667	301	78	132
cds477	236	1027	1196	679	206	161
cds478	335	332	200	116	191	174
cds479	14	82	48	64	2	3
cds48	1235	1169	664	492	1150	1324
cds480	42	279	265	252	15	44
cds481	57	77	41	33	36	23
cds482	95	615	624	356	135	159
cds483	609	2918	2468	1101	412	496
cds484	309	766	763	390	236	296
cds485	71	1749	1989	1188	59	231
cds486	42	2358	2643	1486	27	89
cds487	8	628	708	441	2	8
cds488	21	1853	2319	1381	31	51
cds489	8	0	2	3	3	29
cds49	47	136	74	58	34	38
cds490	15	45	20	1	9	7
cds491	175	776	816	499	120	184
cds492	66	74	13	13	53	64
cds493	13	71	24	11	18	5
cds494	33	47	29	14	19	4
cds495	203	4117	2181	983	147	260
cds496	534	182	123	45	440	431
cds497	156	127	57	49	172	223
cds498	78	31	38	26	94	118
cds499	641	46	15	5	581	514
cds5	198	32	34	31	418	226
cds50	34	109	143	70	12	50
cds500	129	374	200	94	67	77
cds501	3	13	0	0	3	4
cds502	1	11	2	7	6	0
cds503	78	68	54	29	16	54
cds504	17	14	16	4	36	54
cds505	4	14	5	1	19	11
cds506	0	0	0	0	0	0
cds507	104	312	227	88	129	114
cds508	25	459	439	207	46	59
cds509	112	220	222	91	93	85
cds51	90	358	251	68	81	118
cds510	267	1577	2034	1021	147	253
cds511	3	29	2	10	4	5
cds512	6	6	2	3	8	0
cds513	63	50	12	6	97	68
cds514	519	413	326	329	952	835
cds515	896	1706	1027	535	541	503
cds516	239	185	132	65	261	326
cds517	171	96	84	92	203	128
cds518	162	400	283	184	159	245
cds519	2	18	7	2	3	9
cds52	942	1259	963	585	499	771
cds520	27	82	51	27	41	50
cds521	2493	432	428	178	2638	1830
cds522	194	33	43	41	164	152
cds523	245	387	389	110	314	182
cds524	47	299	234	104	39	40
cds525	688	6409	4679	2242	431	610
cds526	331	1886	1716	774	458	551
cds527	10	33	22	15	20	8
cds528	215	1380	911	657	182	211
cds529	41	49	21	22	43	45
cds53	15	114	58	33	44	54
cds530	7	40	10	15	11	2
cds531	28	75	58	8	17	18
cds532	174	108	59	24	131	163
cds533	41	17	4	12	42	42
cds534	4	2	0	0	4	0
cds535	30	3	7	2	75	5
cds536	13	3	1	0	10	2
cds537	12	4	4	2	19	7
cds538	10	0	1	1	12	0
cds539	190	11	21	3	164	37
cds54	60	38	10	24	39	79
cds540	5	0	0	1	2	3
cds541	99	21	5	11	55	16
cds542	73	29	11	7	41	18
cds543	268	28	42	11	191	91
cds544	193	155	63	44	120	94
cds545	234	224	137	82	184	185
cds546	104	14	28	7	46	12
cds547	96	76	43	48	113	140
cds548	10	2	10	0	0	11
cds549	0	16	2	1	9	5
cds55	10	15	22	5	6	3
cds550	8	2	9	7	11	6
cds551	689	1524	835	391	341	369
cds552	221	575	323	118	109	213
cds553	95	375	208	79	59	42
cds554	145	128	9	12	250	197
cds555	118	1521	1526	802	21	66
cds556	28	571	602	358	12	65
cds557	9	138	158	123	6	25
cds558	275	659	539	300	200	242
cds559	1886	245	346	335	1512	1608
cds56	44	345	322	164	38	52
cds560	231	555	263	136	162	175
cds561	502	487	248	128	831	820
cds562	64	232	118	55	59	107
cds563	23	3	0	4	13	19
cds564	2	18	23	13	30	6
cds565	9	0	0	0	0	3
cds566	84	479	588	341	32	44
cds567	1325	3324	3376	1923	550	994
cds568	27	102	94	61	31	35
cds569	1	7	8	2	3	0
cds57	436	1270	1251	797	606	715
cds570	24	25	13	15	47	37
cds571	172	173	132	109	147	229
cds572	105	59	76	45	167	275
cds573	14	15	6	2	1	33
cds574	21	37	43	29	9	56
cds575	15	85	45	30	12	8
cds576	42	235	172	75	56	46
cds577	55	720	365	229	34	119
cds578	79	54	31	21	68	40
cds579	419	182	153	103	169	197
cds58	299	4052	2506	1446	159	205
cds580	434	55	87	48	342	281
cds581	265	321	272	140	248	279
cds582	497	748	542	299	366	404
cds583	27	67	62	37	9	37
cds584	189	127	74	17	212	244
cds585	2	1	4	0	5	0
cds586	31	84	57	29	15	25
cds587	323	1055	886	441	206	163
cds588	16	48	23	17	22	11
cds589	1	15	27	5	5	40
cds59	534	5078	2846	1986	484	547
cds590	74	105	43	39	104	100
cds591	1204	847	675	341	687	622
cds592	48	532	502	224	54	46
cds593	144	444	284	293	426	351
cds594	5	3	0	1	0	9
cds595	2	9	8	5	3	1
cds596	32	32	4	17	18	14
cds597	39	176	118	73	20	12
cds598	130	274	194	130	152	122
cds599	44	11	23	7	67	35
cds6	99	216	47	63	237	158
cds60	181	1	3	10	173	88
cds600	19	19	3	3	14	19
cds601	59	28	10	4	73	76
cds602	80	24	11	19	120	98
cds603	46	50	15	10	50	74
cds604	42	35	11	6	30	38
cds605	26	30	13	13	27	23
cds606	183	333	242	231	318	245
cds607	64	106	47	35	126	158
cds608	6	0	0	2	0	1
cds609	22	73	114	42	36	15
cds61	1246	16	28	26	1687	623
cds610	1	25	34	22	4	3
cds611	14	19	18	2	1	20
cds612	196	504	466	307	251	294
cds613	38	66	55	26	132	113
cds614	34	526	224	90	14	70
cds615	17	22	20	6	1	15
cds616	212	47	35	25	232	217
cds617	4	78	41	27	4	7
cds618	8	62	31	19	4	13
cds619	206	2622	2804	1615	208	345
cds62	7	27	15	14	0	12
cds620	16	8	4	0	7	10
cds621	5	0	2	0	0	0
cds622	274	1102	669	345	151	208
cds623	10	51	27	7	9	24
cds624	74	29	26	10	116	85
cds625	1	3	0	7	4	4
cds626	28	41	14	14	46	32
cds627	177	723	736	328	84	139
cds628	11	8	31	8	5	5
cds629	36	85	76	37	27	30
cds63	701	2540	1850	782	407	635
cds630	42	82	101	62	35	64
cds631	5	0	7	4	4	8
cds632	489	157	135	29	412	426
cds633	123	73	89	27	55	45
cds634	1996	1464	1065	578	1026	1095
cds635	1001	818	624	323	376	409
cds636	543	325	315	133	343	449
cds637	871	505	327	278	477	837
cds638	95	283	300	142	81	53
cds639	42	110	132	113	41	43
cds64	161	505	448	186	294	255
cds640	64	293	333	210	60	89
cds641	224	225	104	70	152	194
cds642	20	4	1	0	3	10
cds643	14	9	19	11	3	7
cds644	3	43	64	19	0	4
cds645	0	42	32	2	0	8
cds646	13	288	336	168	68	65
cds647	31	810	892	376	41	53
cds648	25	599	693	204	12	4
cds649	4	582	664	182	16	20
cds65	14	86	86	92	67	40
cds650	23	553	531	126	2	6
cds651	70	4280	3979	1424	117	199
cds652	25	280	206	92	26	16
cds653	29	53	28	20	18	16
cds654	0	2	0	8	1	0
cds655	96	595	364	118	104	122
cds656	230	142	51	51	179	286
cds657	1479	92	68	45	1376	431
cds658	586	1167	946	441	592	709
cds659	676	3449	3377	1703	560	515
cds66	7	11	15	31	0	15
cds660	447	3559	3350	1918	320	430
cds661	13	22	20	14	13	10
cds662	35	264	264	108	14	31
cds663	11	29	24	13	5	12
cds664	13	59	75	32	8	49
cds665	3	27	5	8	0	12
cds666	22	42	54	11	23	11
cds667	122	215	162	102	63	63
cds668	143	209	102	49	60	147
cds669	87	435	233	125	38	52
cds67	3	6	13	1	0	2
cds670	19	91	61	47	19	22
cds671	106	147	116	55	108	156
cds672	11	49	35	31	13	8
cds673	4	29	6	9	1	15
cds674	1245	1551	929	353	732	753
cds675	271	278	130	77	241	293
cds676	646	725	447	249	509	595
cds677	0	0	0	0	0	0
cds678	134	218	150	61	46	133
cds679	43	42	32	17	37	65
cds68	28	32	34	23	32	12
cds680	98	128	84	49	50	110
cds681	372	1281	1247	460	504	430
cds682	81	279	214	103	107	91
cds683	2	5	4	4	0	20
cds684	12	59	38	21	7	8
cds685	24	149	122	69	8	33
cds686	21	47	19	15	9	17
cds687	39	41	38	13	21	10
cds688	8	56	53	32	13	22
cds689	18	414	452	232	49	33
cds69	223	1570	1518	893	150	219
cds690	508	3917	3108	1356	399	684
cds691	88	2332	1599	610	84	204
cds692	66	1190	913	438	82	67
cds693	7	270	194	120	26	63
cds694	76	471	388	248	104	104
cds695	12	24	22	5	3	0
cds696	23	18	16	15	22	16
cds697	64	28	34	22	62	56
cds698	689	1161	1025	446	558	690
cds699	452	552	443	256	434	414
cds7	63	188	40	34	58	69
cds70	288	389	203	139	202	263
cds700	0	4	0	1	0	0
cds701	25	18	10	12	34	23
cds702	15	323	392	208	27	28
cds703	22	515	659	273	6	16
cds704	33	797	942	317	43	147
cds705	18	564	721	288	7	21
cds706	78	5435	5482	2591	63	143
cds707	91	2797	3046	1539	63	248
cds708	107	116	108	41	84	66
cds709	34	67	61	18	20	55
cds71	9	26	19	8	6	8
cds710	81	561	500	428	199	185
cds711	267	79	61	51	259	427
cds712	87	244	179	80	132	120
cds713	11	29	32	22	11	7
cds714	12	55	55	22	2	13
cds715	36	61	44	15	45	41
cds716	0	2	0	0	2	6
cds717	221	603	601	272	246	223
cds718	78	123	39	38	52	76
cds719	112	1080	991	699	37	99
cds72	446	502	192	142	329	384
cds720	82	320	348	276	98	140
cds721	33	131	40	27	47	47
cds722	81	444	195	166	59	83
cds723	324	461	375	142	266	305
cds724	505	811	628	366	286	343
cds725	38	66	47	28	46	30
cds726	133	162	97	50	184	276
cds727	4	18	11	5	0	0
cds728	3	17	23	6	0	19
cds729	37	250	225	123	36	36
cds73	331	3070	2268	622	192	420
cds730	5	66	37	28	11	14
cds731	123	257	188	96	92	126
cds732	327	753	555	370	348	249
cds733	251	1540	1652	780	287	378
cds734	17	125	65	65	10	38
cds735	30	33	20	14	75	19
cds736	131	303	261	179	154	217
cds737	133	456	327	182	113	157
cds738	1277	3843	2785	1630	954	1244
cds739	82	217	137	85	43	144
cds74	418	7584	4794	2040	334	618
cds740	17	92	49	38	53	47
cds741	14	14	2	15	21	35
cds742	73	28	17	18	106	83
cds743	22	6	8	13	19	4
cds744	79	51	27	30	66	84
cds745	231	212	244	217	116	213
cds746	58	328	202	61	39	66
cds747	165	1168	704	318	189	205
cds748	743	1988	1313	506	536	579
cds749	399	28	22	15	246	133
cds75	119	3152	2915	1555	134	184
cds750	157	271	177	147	330	221
cds751	315	1702	1268	720	219	288
cds752	28	136	150	58	29	23
cds753	125	202	45	34	111	193
cds754	180	1226	2160	1294	94	103
cds755	25	400	709	368	29	48
cds756	131	999	1243	750	106	163
cds757	239	423	1294	522	261	161
cds758	4	48	16	12	8	0
cds759	6	19	1	3	1	12
cds76	611	32789	32260	12782	452	1123
cds760	211	32	22	18	321	214
cds761	86	353	246	143	55	64
cds762	2314	5405	2192	1360	3088	3483
cds763	3	4	0	0	5	0
cds764	1106	1660	913	484	801	769
cds765	7	31	26	10	0	8
cds766	15	14	13	15	4	7
cds767	53	105	73	35	54	44
cds768	169	1793	1382	706	136	173
cds769	0	0	0	0	0	3
cds77	185	122	82	41	207	178
cds770	2	0	0	0	0	0
cds771	3	6	12	10	16	10
cds772	2	0	0	2	4	3
cds773	0	0	3	1	0	0
cds774	2	0	0	0	0	0
cds775	0	3	0	0	8	0
cds776	5	3	0	5	31	14
cds777	70	86	102	44	28	60
cds778	127	301	347	183	90	54
cds779	21	64	78	57	9	18
cds78	464	4399	1744	971	403	620
cds780	8	21	20	7	1	0
cds781	38	39	50	37	18	24
cds782	4	9	0	1	0	0
cds783	5	10	0	8	1	22
cds784	7	7	3	2	1	11
cds785	1700	90	92	54	1624	574
cds786	21	12	0	9	20	4
cds787	72	172	77	20	94	106
cds788	66	98	15	11	158	129
cds789	52	114	74	40	52	66
cds79	280	8873	3457	1844	147	295
cds790	35	47	24	23	14	5
cds791	208	38	20	6	222	260
cds792	86	123	70	32	123	156
cds793	45	55	8	12	27	19
cds794	148	187	80	56	126	151
cds795	2088	667	378	177	2334	2994
cds796	447	284	123	56	325	610
cds797	112	43	30	7	83	128
cds798	58	58	24	20	90	89
cds799	1	24	2	8	0	3
cds8	66	53	17	8	42	45
cds80	164	11744	4833	1870	114	163
cds800	100	325	186	124	76	143
cds801	68	268	205	118	67	90
cds802	72	130	63	66	49	99
cds803	23	110	67	28	31	38
cds804	261	827	445	285	229	223
cds805	125	1332	511	313	118	222
cds806	90	535	170	137	100	182
cds807	60	904	468	206	71	81
cds808	28	333	449	186	24	26
cds809	4	7	2	1	25	1
cds81	216	297	205	101	161	216
cds810	253	2434	2156	1272	265	339
cds811	303	497	773	619	254	405
cds812	142	2027	1727	1033	270	295
cds813	22	754	880	572	26	89
cds814	13	51	42	11	5	32
cds815	49	553	614	289	105	127
cds816	72	72	87	16	123	145
cds817	44	155	109	58	18	80
cds818	71	39	20	22	71	56
cds819	465	2667	2916	1866	623	763
cds82	73	242	231	111	39	110
cds820	403	1068	1360	645	637	657
cds821	61	2480	4970	2143	76	252
cds822	42	554	561	296	21	79
cds823	10	413	488	298	12	58
cds824	19	30	34	24	11	33
cds825	117	174	176	80	211	199
cds826	736	922	717	445	662	612
cds827	26	116	114	43	26	44
cds828	93	75	35	25	46	41
cds829	320	83	38	28	201	211
cds83	7	38	26	33	2	14
cds830	63	428	356	187	52	108
cds831	20	120	131	55	53	59
cds832	62	490	356	166	59	122
cds833	29	1	0	1	3	3
cds834	1416	5780	5693	2326	1265	1629
cds835	31	59	46	15	91	82
cds836	40	53	87	34	38	9
cds837	15	24	12	15	16	15
cds838	151	287	264	114	192	208
cds839	121	262	180	100	131	148
cds84	483	2281	1940	917	239	327
cds840	16	88	77	65	7	26
cds841	105	58	63	28	63	110
cds842	60	137	111	51	119	119
cds843	1221	2067	2116	1168	524	540
cds844	14	31	17	10	17	18
cds845	154	425	281	166	137	240
cds846	274	1178	922	541	117	121
cds847	865	1288	1079	562	670	861
cds848	15	140	93	53	30	30
cds849	37	474	424	209	63	45
cds85	178	851	556	275	97	164
cds850	131	2306	1139	439	118	258
cds851	13	53	46	22	22	11
cds852	44	101	82	41	48	64
cds853	760	1129	726	548	844	1248
cds854	667	453	328	154	842	600
cds855	36	197	156	88	59	99
cds856	94	264	179	91	14	9
cds857	131	157	88	35	204	142
cds858	96	27	91	44	79	155
cds859	12	12	4	4	2	8
cds86	25	44	42	15	35	26
cds860	10	7	3	8	11	9
cds861	2	14	8	2	12	16
cds862	1077	759	702	322	916	1038
cds863	17	78	84	52	31	25
cds864	228	458	465	235	218	276
cds865	13	143	93	32	20	12
cds866	67	357	256	144	94	103
cds867	43	45	33	10	21	23
cds868	96	214	143	73	61	79
cds869	176	726	413	205	186	316
cds87	23	66	89	17	24	12
cds870	1125	1183	1005	519	1500	1369
cds871	13	25	6	7	13	18
cds872	197	276	200	87	122	183
cds873	135	177	144	97	253	263
cds874	12	108	91	61	18	38
cds875	13	123	112	152	19	27
cds876	9	48	40	21	5	26
cds877	32	72	70	36	11	17
cds878	123	267	214	151	113	92
cds879	56	28	1	0	69	64
cds88	230	208	141	90	156	165
cds880	78	578	682	409	85	97
cds881	7	21	23	10	7	6
cds882	60	64	63	102	58	64
cds883	34	64	41	22	41	30
cds884	24	77	58	52	44	43
cds885	12	19	20	10	19	21
cds886	41	156	103	53	35	19
cds887	99	193	144	78	76	61
cds888	47	121	54	42	47	43
cds889	163	1046	953	455	108	141
cds89	504	577	420	253	526	531
cds890	1	38	27	16	9	5
cds891	19	19	32	13	8	0
cds892	73	132	87	60	61	118
cds893	48	2050	1688	823	43	53
cds894	325	3675	2677	1507	86	164
cds895	269	1366	879	698	432	560
cds896	10	131	158	45	5	0
cds897	79	200	179	107	65	86
cds898	70	114	70	44	40	73
cds899	233	337	250	296	244	224
cds9	45	5	12	6	45	39
cds90	60	196	146	81	92	28
cds900	482	801	577	236	591	674
cds901	166	504	512	179	165	172
cds902	157	1570	1598	681	126	191
cds903	12	22	20	21	30	10
cds904	46	106	97	53	60	87
cds905	17	122	86	52	23	26
cds906	72	141	64	64	60	86
cds907	2586	1747	1058	468	2545	2378
cds908	57	363	362	166	46	53
cds909	149	154	45	22	127	164
cds91	39	113	61	54	19	18
cds910	31	35	28	7	27	43
cds911	3	784	827	338	10	9
cds912	88	1200	640	382	63	133
cds913	32	137	129	47	31	39
cds914	281	522	497	348	130	191
cds915	8	91	33	37	5	19
cds916	14	126	106	58	3	24
cds917	130	144	214	112	147	120
cds918	8	257	184	111	20	1
cds919	12	1266	573	433	8	50
cds92	7	33	45	15	1	7
cds920	74	51	28	6	42	119
cds921	60	359	211	124	71	70
cds922	49	530	479	221	32	98
cds923	29	122	115	97	40	40
cds924	46	53	42	21	73	54
cds925	415	1001	845	485	283	452
cds926	262	802	879	296	264	268
cds927	606	90	71	55	734	419
cds928	1224	262	255	124	762	623
cds929	164	199	210	93	77	78
cds93	57	397	235	132	41	57
cds930	248	178	127	77	396	279
cds931	44	27	45	22	35	43
cds932	211	1137	1075	531	172	321
cds933	34	69	131	55	28	54
cds934	144	43	13	30	90	95
cds935	21	10	9	1	9	35
cds936	394	1176	1000	479	606	558
cds937	221	647	651	426	206	264
cds938	128	650	548	361	104	95
cds939	94	850	801	477	36	75
cds94	210	97	379	244	164	167
cds940	65	195	159	116	56	52
cds941	302	306	180	109	371	237
cds942	7	20	20	16	5	7
cds943	178	1329	1145	680	219	184
cds944	18	54	57	36	14	39
cds945	15	43	26	18	23	35
